trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.622241199947894,None,../fMRI_stim/music/Q4/MT0010485603.wav,Q4,16.39228400005959,None,16.376605199743064,None,[0.21375],[-0.13125],[1],[0],[0],[6.818189400015399],0.002739899791777134,None,23.206214299891144,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0002006203.wav,Q3,25.441244199872017,None,25.441154149826616,None,[-0.2125],[-0.14375],[1],[0],[0],[2.8399344999343157],0.006220349809154868,None,28.2896867999807,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0009075362.wav,Q4,30.522918700007722,None,30.525612049968913,None,[0.20125],[-0.11],[1],[0],[0],[3.0291963999625295],0.013594049960374832,None,33.556470500072464,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0007438571.wav,Q1,35.79241840005852,None,35.77612999980338,None,[0.1525],[0.1175],[1],[0],[0],[4.020817700074986],0.003279099939391017,None,39.808504099957645,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
4,0,4,0,,,../fMRI_stim/music/Q4/MT0000901959.wav,Q3,42.02676249993965,None,42.02623419989832,None,[-0.13375],[-0.2475],[1],[0],[0],[3.64253000007011],0.007451699813827872,None,45.67491479986347,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0008675527.wav,Q1,47.90962320007384,None,47.892617399943994,None,[0.24375],[0.24625],[1],[0],[0],[2.5400878000073135],0.005418500164523721,None,50.441573299933225,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
6,0,6,0,,,../fMRI_stim/music/Q2/MT0001938929.wav,Q2,52.67779959994368,None,52.65996979982592,None,[-0.1075],[0.2025],[1],[0],[0],[10.251835800008848],0.00034460006281733513,None,62.925200700061396,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0008346862.wav,Q2,65.17630679998547,None,65.17708209981211,None,[-0.2375],[0.30375],[1],[0],[0],[1.8162191999144852],0.015015499666333199,None,66.99235279997811,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0003326925.wav,Q2,69.25923660001718,None,69.22678474988788,None,[-0.185],[0.3025],[1],[0],[0],[2.0536360000260174],0.002262549940496683,None,71.29277439997531,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
9,0,9,0,,,../fMRI_stim/music/Q3/MT0001920501.wav,Q4,73.52747510001063,None,73.50999039984309,None,[0.065],[-0.245],[1],[0],[0],[4.470838000066578],0.0030012999195605516,None,77.99273479986005,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
10,0,10,0,,,../fMRI_stim/music/Q3/MT0001542676.wav,Q3,80.22665979992598,None,80.22727264999412,None,[-0.17],[-0.23125],[1],[0],[0],[8.762041799956933],0.011113849934190512,None,88.99308410007507,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
11,0,11,0,,,../fMRI_stim/music/Q1/MT0002053300.wav,Q1,91.22727679996751,None,91.21099109984935,None,[0.22875],[0.27875],[1],[0],[0],[2.4547857001889497],0.0033493000082671642,None,93.67668149992824,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0001641228.wav,Q3,95.89560359995812,None,95.89413359984756,None,[-0.19875],[-0.14375],[1],[0],[0],[2.9093833998776972],0.007969900034368038,None,98.81014809990302,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
13,0,13,0,,,../fMRI_stim/music/Q2/MT0007697753.wav,Q2,101.09586660005152,None,101.09502749987878,None,[-0.0675],[0.19625],[1],[0],[0],[2.64251449983567],0.008366699796169996,None,103.74346569995396,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
14,0,14,0,,,../fMRI_stim/music/Q2/MT0003019852.wav,Q2,105.96192999999039,None,105.96150759994053,None,[-0.22125],[0.29375],[1],[0],[0],[1.8420593000482768],0.00803019991144538,None,107.80992939998396,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
15,0,15,0,,,../fMRI_stim/music/Q3/MT0007043936.wav,Q3,110.04596889996901,None,110.02834919993767,None,[-0.21375],[-0.24],[1],[0],[0],[7.335745200049132],0.0025915999431163073,None,117.37697610002942,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0002538335.wav,Q1,119.61156019987538,None,119.59458329984919,None,[0.12125],[0.1225],[1],[0],[0],[4.356829900061712],0.004919900093227625,None,123.96019020001404,None,,,SUB-02,004,2023-01-04_17h07.16.741,musicemotionlatency,2022.1.3,59.85522220102087,
