trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,14.471905515005346,None,../fMRI_stim/music/Q4/MT0000092267.wav,Q1,17.0658863770077,None,16.978971230684934,None,[0.05523809523809524],[0.04380952380952381],[1],[0],[0],[8.92361306300154],0.007261761638801545,None,25.914703082002234,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
1,0,1,0,,,../fMRI_stim/music/Q4/MT0033391280.wav,Q2,28.537196498014964,None,28.516416893717057,None,[-0.01619047619047619],[0.17142857142857143],[1],[0],[0],[5.88417691498762],0.008519049675669521,None,34.40913043200271,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0030124886.wav,Q2,36.9390767730074,None,36.92499146570141,None,[-0.19523809523809524],[0.22285714285714286],[1],[0],[0],[3.684829874022398],0.011957493610680103,None,40.61654645804083,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0029861029.wav,Q1,43.384819905040786,None,43.36306683300063,None,[0.1180952380952381],[0.1295238095238095],[1],[0],[0],[3.9364764600177296],0.010947795992251486,None,47.30797038599849,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0000044741.wav,Q1,49.93073896801798,None,49.90857703799848,None,[0.021904761904761906],[0.19428571428571428],[1],[0],[0],[9.625066092005],0.004949328955262899,None,59.552703680004925,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0030422114.wav,Q3,62.287423323024996,None,62.2754936173403,None,[-0.037142857142857144],[-0.04285714285714286],[1],[0],[0],[7.1121282069943845],0.016216925345361233,None,69.39140959002543,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0004867564.wav,Q3,72.09989038901404,None,72.07569983303547,None,[-0.15047619047619049],[-0.16095238095238096],[1],[0],[0],[8.200418476946652],0.005641970958095044,None,80.28931567101972,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
7,0,7,0,,,../fMRI_stim/music/Q1/MT0000082187.wav,Q1,82.90180121600861,None,82.8803758510272,None,[0.14285714285714285],[0.18571428571428572],[1],[0],[0],[5.198390671983361],0.005267440981697291,None,88.09047808201285,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
8,0,8,0,,,../fMRI_stim/music/Q4/MT0031807708.wav,Q4,90.60653789300704,None,90.5863269190304,None,[0.035238095238095235],[-0.039047619047619046],[1],[0],[0],[11.128052161016967],0.005399856949225068,None,101.72595323703717,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0010490157.wav,Q2,104.28860295604682,None,104.27604744305135,None,[-0.2704761904761905],[0.3076190476190476],[1],[0],[0],[1.9874437160324305],0.014549259969498962,None,106.26520831201924,None,,,17_04,001,2023_Apr_18_1811,musicemotionlatency,2021.2.3,58.4762455288877,
