trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,17.644145227000024,None,../fMRI_stim/music/Q1/MT0012742379.wav,Q1,20.056949082000017,None,20.010960750333375,32.029338687999996,[0.16285714285714287],[0.23142857142857143],[1],[0],[0],[16.716765719000023],0.009149097333420286,None,36.73789201100004,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0003420996.wav,Q3,39.18861921000001,None,39.17525835599998,51.20024224100001,[-0.1676190476190476],[-0.29333333333333333],[1],[0],[0],[18.11527119699997],0.010269864999941092,None,57.29587848099999,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0008401073.wav,Q1,59.783338172000015,None,59.76627660633339,None,[0.24857142857142858],[0.27714285714285714],[1],[0],[0],[7.527457355000024],0.010150545333431182,None,67.30041452799998,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0005163122.wav,Q1,69.828349016,None,69.81011130066663,None,[0.23142857142857143],[0.29714285714285715],[1],[0],[0],[11.035012886999993],0.00764271266666583,None,80.85382538200003,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0000534539.wav,Q4,83.35236691799997,None,83.34352275300006,95.37066699899998,[0.08476190476190476],[-0.2276190476190476],[1],[0],[0],[14.385333546000084],0.015841896000097222,None,97.729382327,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0006555035.wav,Q4,100.30883859099998,None,100.28708701666665,112.30729095099997,[0.11047619047619048],[-0.13714285714285715],[1],[0],[0],[22.844734597999945],0.004897580666579415,None,123.143313449,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0000636335.wav,Q1,125.66410888000001,None,125.64825451166662,137.658411586,[0.22095238095238096],[0.23904761904761904],[1],[0],[0],[14.595580436000091],0.009426998666526742,None,140.25138128300006,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0011158114.wav,Q1,142.77177232399998,None,142.75363028666672,154.76661483699996,[0.23714285714285716],[0.2733333333333333],[1],[0],[0],[21.54517492499997],0.007697923666682982,None,164.30899871900004,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q4/MT0003778826.wav,Q2,166.80457857899995,None,166.79079014333337,178.815976347,[-0.15619047619047619],[0.19047619047619047],[1],[0],[0],[13.26442104499995],0.011350251333396955,None,180.084274108,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0007535042.wav,Q2,182.58118843200003,None,182.56320259733337,194.579572766,[-0.12476190476190477],[0.1819047619047619],[1],[0],[0],[13.321367963000057],0.009322007333253168,None,195.89160912699998,None,,,08_04,001,2023_Mar_27_1144,musicemotionlatency,2021.2.3,None,
