trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,12.144367397995666,None,../fMRI_stim/music/Q4/MT0003454112.wav,Q4,14.578123151033651,None,14.534605418797582,26.538993348018266,[0.14125],[-0.29625],[1],[0],[0],[12.090773725009058],0.0030146578210406005,None,26.632961613999214,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
1,0,1,0,,,../fMRI_stim/music/Q4/MT0003778826.wav,Q2,29.00596120901173,None,28.991310167999472,None,[-0.07875],[0.1525],[1],[0],[0],[8.538295719015878],0.0007819570018909872,None,37.5431302950019,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0001962373.wav,Q2,39.90968234400498,None,39.89579599426361,None,[-0.27125],[0.3225],[1],[0],[0],[8.59143877599854],0.0034212422906421125,None,48.494926501007285,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0002033629.wav,Q1,50.91459801100427,None,50.90104504051851,62.90878568397602,[0.135],[0.09875],[1],[0],[0],[12.249551849032287],0.002965179504826665,None,63.159245475020725,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0004293364.wav,Q2,65.5555853919941,None,65.54310954437824,None,[-0.13],[0.21875],[1],[0],[0],[7.707799258991145],0.004301151377148926,None,73.25947309902404,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0001533920.wav,Q1,75.65468556102132,None,75.64135146240005,87.65560653898865,[0.04375],[0.1675],[1],[0],[0],[12.679357932996936],0.003438100393395871,None,88.34300690999953,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0033461826.wav,Q4,90.74321516201599,None,90.73420743807219,None,[0.0975],[-0.29625],[1],[0],[0],[8.980018896982074],0.0073859510011971,None,99.71899213897996,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0030214520.wav,Q2,102.11512569600018,None,102.09673004038632,None,[-0.18375],[0.335],[1],[0],[0],[3.311589554999955],0.0011269813985563815,None,105.41852521902183,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0002385077.wav,Q2,107.80918246001238,None,107.79703626240371,None,[-0.275],[0.33],[1],[0],[0],[4.511493380996399],0.005200045416131616,None,112.31457165803295,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0003669917.wav,Q2,114.75367647298845,None,114.7340268039261,126.73989184899256,[-0.17],[0.12125],[1],[0],[0],[12.235627849993762],0.0017058998928405344,None,126.98018010501983,None,,,07,001,2023_Feb_06_1552,musicemotionlatency,2021.2.3,120.75868771043733,
