trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,15.455434435,None,../fMRI_stim/music/Q4/MT0007119529.wav,Q1,17.986020516999986,None,17.944503085999997,None,[0.06857142857142857],[0.08571428571428572],[1],[0],[0],[10.945442641],0.015026308000017252,None,28.897068005999984,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q1/MT0027035970.wav,Q1,31.482156065999988,None,31.45866313266666,None,[0.25333333333333335],[0.2733333333333333],[1],[0],[0],[8.432454597000003],0.0027384926666798037,None,39.904713232999995,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0029065626.wav,Q1,42.49039468999999,None,42.479730091333316,None,[0.2571428571428571],[0.2885714285714286],[1],[0],[0],[5.313841080000003],0.01600154533335285,None,47.79645875199998,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0007057303.wav,Q2,50.38476473899999,None,50.365464147333334,62.37108025399999,[-0.2257142857142857],[0.31142857142857144],[1],[0],[0],[12.438221548000001],0.007389462333350139,None,62.81527794599998,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q4/MT0029976595.wav,Q1,65.38482907399998,None,65.36674826866664,None,[0.2742857142857143],[0.2780952380952381],[1],[0],[0],[10.546411629000005],0.010081531666656929,None,75.92067085599999,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0006806145.wav,Q2,78.46260494499998,None,78.43857326733331,None,[-0.2866666666666667],[0.3171428571428571],[1],[0],[0],[6.380660723000005],0.0013444633333108413,None,84.83747301999998,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0030494794.wav,Q4,87.41967252499998,None,87.40398942766666,99.42778247499999,[0.1457142857142857],[-0.2123809523809524],[1],[0],[0],[12.34325753500002],0.008901074666681552,None,99.755788892,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q4/MT0015659520.wav,Q1,102.37837184199998,None,102.36158063966666,114.39026444699996,[0.2742857142857143],[0.2342857142857143],[1],[0],[0],[12.364511241000002],0.014583917666669777,None,114.72806141499998,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0012914763.wav,Q1,117.226306671,None,117.20714829333333,None,[0.040952380952380955],[0.3057142857142857],[1],[0],[0],[8.64596872300001],0.006072456333356513,None,125.86805325099996,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0028750297.wav,Q2,128.426162054,None,128.402228587,None,[-0.2723809523809524],[0.32476190476190475],[1],[0],[0],[9.349812411999949],0.002519586000005347,None,137.76818579199997,None,,,08_03,001,2023_Mar_27_1139,musicemotionlatency,2021.2.3,None,
