trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.70197974400071,None,../fMRI_stim/music/Q3/MT0011398970.wav,Q4,16.157178077002754,None,16.109503697664575,28.129743514997244,[0.13904761904761906],[-0.09142857142857143],[1],[0],[0],[18.032699511997635],0.006163757665490266,None,34.156211264002195,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0011440705.wav,Q1,36.591415194001456,None,36.58305312633359,48.600434870000754,[0.08952380952380952],[0.12380952380952381],[1],[0],[0],[15.724334388003626],0.016332233331922907,None,52.30690941800276,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0013350034.wav,Q1,54.73055536500033,None,54.71103945666497,66.72482874699926,[0.2438095238095238],[0.07333333333333333],[1],[0],[0],[14.614054336998379],0.004601182663463987,None,69.33639636699809,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q4/MT0014475915.wav,Q1,71.7851929929966,None,71.76194336733073,83.77876221000042,[0.23238095238095238],[0.07714285714285714],[1],[0],[0],[17.67401394999615],0.00098928133957088,None,89.45295128999715,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0004131058.wav,Q1,92.03741422299936,None,92.01829273066784,104.03552252599911,[0.26857142857142857],[0.1838095238095238],[1],[0],[0],[14.445221029003733],0.010488116669876035,None,106.4700562959988,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0012116237.wav,Q2,108.9456390339983,None,108.92007550566584,None,[-0.26666666666666666],[0.3019047619047619],[1],[0],[0],[7.30252121599915],0.003082669667492155,None,116.23609177299659,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0010804974.wav,Q1,118.72462944799918,None,118.71090411833187,130.73381648099894,[0.15619047619047619],[0.14666666666666667],[1],[0],[0],[16.190548490994843],0.010910770331975073,None,134.9073973179984,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0010615428.wav,Q2,137.37196818899974,None,137.35758944499977,149.37284974299837,[-0.14666666666666667],[0.18095238095238095],[1],[0],[0],[13.007245813998452],0.010323718001018278,None,150.37132501199812,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q1/MT0012202513.wav,Q1,152.88105613499647,None,152.8670797779996,164.87510932100122,[0.1895238095238095],[0.1895238095238095],[1],[0],[0],[15.841383850995044],0.014508314001432154,None,168.73166025799583,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0005409948.wav,Q2,171.24881391300005,None,171.23116020699672,None,[-0.15428571428571428],[0.21047619047619048],[1],[0],[0],[11.873205166004482],0.006569101999048144,None,183.11488455400104,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q3/MT0003930610.wav,Q3,185.63604328899964,None,185.62783186166442,197.63523021699802,[-0.08666666666666667],[-0.11238095238095239],[1],[0],[0],[14.80826533200161],0.01621275166689884,None,200.43606019599974,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q2/MT0012008752.wav,Q2,202.87253192900243,None,202.8579094373335,214.88233725399914,[-0.10761904761904761],[0.2123809523809524],[1],[0],[0],[12.939297997007088],0.009349080333777238,None,215.80478688699804,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0013095380.wav,Q4,218.31380036899645,None,218.29048236800008,230.2985129669978,[0.08761904761904762],[-0.04],[1],[0],[0],[17.96003912499873],0.0053559640000457875,None,236.2622435059966,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q4/MT0005550441.wav,Q4,238.75176452999585,None,238.73957884633614,250.74607312599983,[0.21047619047619048],[-0.10666666666666667],[1],[0],[0],[19.182612940996478],0.013133492335327901,None,257.94989612099744,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q4/MT0012222183.wav,Q3,260.50424008200207,None,260.47787668932915,272.4982906719961,[-0.15904761904761905],[-0.07428571428571429],[1],[0],[0],[13.79424248700525],0.00025636833015596494,None,274.2880016900017,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0011369407.wav,Q1,276.79411990699737,None,276.7830630509998,288.80026813600125,[0.04380952380952381],[0.30666666666666664],[1],[0],[0],[18.383449152999674],0.0152021049943869,None,295.16783678199863,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0004751933.wav,Q1,297.65215460200125,None,297.6412411653325,309.66187034999894,[0.2714285714285714],[0.2876190476190476],[1],[0],[0],[13.174530941003468],0.013736606335442048,None,310.81840726800147,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q1/MT0005083488.wav,Q1,313.2969030280001,None,313.28484747033116,325.30207276200235,[0.2542857142857143],[0.29619047619047617],[1],[0],[0],[12.33826715000032],0.013991854328196496,None,325.6257329720029,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q3/MT0009521580.wav,Q3,328.1298491130001,None,328.1209854120025,340.14206047199696,[-0.20761904761904762],[-0.04380952380952381],[1],[0],[0],[15.279965561006975],0.015854723002121318,None,343.4008627489966,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0005129157.wav,Q1,345.8282000149993,None,345.80443262266874,357.8083525690017,[0.1580952380952381],[0.06761904761904762],[1],[0],[0],[13.132093287000316],0.00034624266845639795,None,358.95326430899877,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
20,0,20,0,,,../fMRI_stim/music/Q1/MT0013235939.wav,Q1,361.52174926800217,None,361.5000551750025,373.506975160999,[0.05904761904761905],[0.1895238095238095],[1],[0],[0],[13.446862757002236],0.003800361999310553,None,374.95992084599857,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
21,0,21,0,,,../fMRI_stim/music/Q1/MT0011821215.wav,Q1,377.46329663899814,None,377.44733400599944,389.4625259070017,[0.2571428571428571],[0.21047619047619048],[1],[0],[0],[12.695195180000155],0.009113458996580448,None,390.15023025400296,None,,,08,001,2023_Mar_27_1111,musicemotionlatency,2021.2.3,None,
