trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,16.112122539023403,None,../fMRI_stim/music/Q2/MT0003019852.wav,Q2,19.11923452402698,None,18.778991365316323,None,[-0.24761904761904763],[0.3142857142857143],[1],[0],[0],[2.107512566028163],0.0020007563289254904,None,20.903946252015885,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0001542676.wav,Q4,23.421618333028164,None,23.4133335593855,None,[0.1676190476190476],[-0.2019047619047619],[1],[0],[0],[1.8539856260176748],0.013938331336248666,None,25.27063793002162,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0001641228.wav,Q4,27.71203478105599,None,27.69478444738197,None,[0.1676190476190476],[-0.20285714285714285],[1],[0],[0],[3.4439455730025657],0.005660419294144958,None,31.15435346600134,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q2/MT0003326925.wav,Q3,33.7883581740316,None,33.77886303273845,None,[-0.2695238095238095],[-0.08190476190476191],[1],[0],[0],[2.5506909110117704],0.01614600367611274,None,36.33284172404092,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q1/MT0002538335.wav,Q1,38.91021938202903,None,38.89757855297648,None,[0.22],[0.2219047619047619],[1],[0],[0],[3.309904155030381],0.015874743927270174,None,42.21237609104719,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0007438571.wav,Q4,44.92388860200299,None,44.913581841753334,None,[0.11333333333333333],[-0.20952380952380953],[1],[0],[0],[3.3177336779772304],0.014802708639763296,None,48.23388270899886,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0002006203.wav,Q4,50.83794440299971,None,50.820893753325805,None,[0.17714285714285713],[-0.16],[1],[0],[0],[2.1571567869978026],0.008402855251915753,None,52.986599204014055,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q1/MT0008675527.wav,Q3,55.542606090020854,None,55.531480609742,None,[-0.12571428571428572],[-0.11047619047619048],[1],[0],[0],[5.203943409025669],0.012179899669717997,None,60.74315102602122,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q3/MT0007043936.wav,Q4,63.29766847303836,None,63.283075750758876,None,[0.21428571428571427],[-0.11619047619047619],[1],[0],[0],[3.061266998993233],0.014240437711123377,None,66.34849321702495,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q4/MT0001942272.wav,Q4,68.85787536902353,None,68.8361717799562,None,[0.22857142857142856],[-0.12380952380952381],[1],[0],[0],[2.338170394010376],0.007340082898736,None,71.18554747500457,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0010485603.wav,Q4,73.7569847300183,None,73.73480231275316,None,[0.22476190476190477],[-0.12666666666666668],[1],[0],[0],[2.1282557739759795],0.00610769068589434,None,75.87591860501561,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q1/MT0002297016.wav,Q1,78.39179709804012,None,78.37698213018594,None,[0.20952380952380953],[0.14095238095238094],[1],[0],[0],[2.428011713025626],0.013553998083807528,None,80.81119523703819,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q1/MT0002053300.wav,Q1,83.36219971900573,None,83.34764398657136,None,[0.21619047619047618],[0.15333333333333332],[1],[0],[0],[5.849534597015008],0.01055886351969093,None,89.20498723501805,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q3/MT0001920501.wav,Q4,91.75673139304854,None,91.74706317374948,None,[0.23809523809523808],[-0.24666666666666667],[1],[0],[0],[2.638961085001938],0.015933343733195215,None,94.39093159203185,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q4/MT0009075362.wav,Q1,96.8871769150137,None,96.87553501594812,None,[0.2361904761904762],[0.2704761904761905],[1],[0],[0],[2.1919292469974607],0.012733748939353973,None,99.07245345704723,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0002399275.wav,Q2,101.64302176702768,None,101.62601930895471,None,[-0.2704761904761905],[0.3171428571428571],[1],[0],[0],[2.4571426659822464],0.015367838903330266,None,104.08519085205626,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0001671399.wav,Q4,106.61324180400698,None,106.5980890883715,None,[0.22857142857142856],[-0.17238095238095238],[1],[0],[0],[2.915954130003229],0.00826840940862894,None,109.52527269202983,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q4/MT0001438043.wav,Q4,112.0852842790191,None,112.06803393574664,None,[0.22857142857142856],[-0.17238095238095238],[1],[0],[0],[1.5591556589934044],0.007134563697036356,None,113.63699599803658,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q2/MT0001938929.wav,Q4,116.13499075203435,None,116.11734276398784,None,[0.02095238095238095],[-0.004761904761904762],[1],[0],[0],[5.880615319998469],0.006995728937909007,None,122.01128328504274,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q2/MT0008346862.wav,Q2,124.55910997802857,None,124.53311165456545,None,[-0.26095238095238094],[0.32476190476190475],[1],[0],[0],[2.5847433760063723],0.0016178465448319912,None,127.13371596200159,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
20,0,20,0,,,../fMRI_stim/music/Q1/MT0009213083.wav,Q1,129.61982008902123,None,129.60692032199586,None,[0.1380952380952381],[0.20095238095238097],[1],[0],[0],[4.301392191962805],0.012246833997778594,None,133.91542175301583,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
21,0,21,0,,,../fMRI_stim/music/Q4/MT0000901959.wav,Q4,136.56962842703797,None,136.5480721127649,None,[0.1742857142857143],[-0.16857142857142857],[1],[0],[0],[4.9388695799862035],0.005606188729871064,None,141.5038989300374,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
22,0,22,0,,,../fMRI_stim/music/Q3/MT0001193971.wav,Q4,144.0911397500313,None,144.0734159849526,None,[0.19333333333333333],[-0.21142857142857144],[1],[0],[0],[3.1915309759788215],0.0084843990043737,None,147.2744205580093,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
23,0,23,0,,,../fMRI_stim/music/Q2/MT0007697753.wav,Q3,149.77890848903917,None,149.76851950116105,None,[-0.259047619047619],[-0.21047619047619048],[1],[0],[0],[4.412116388964932],0.013943757105153054,None,154.1865359810181,None,,,19_04,001,2023_Dec_06_1712,musicemotionlatency,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,156.19059374602512,None,,,,,,,
