trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,23.63171780599805,None,../fMRI_stim/music/Q3/MT0014584473.wav,Q4,26.24249267799314,None,26.183948181657858,None,[0.13238095238095238],[-0.06190476190476191],[1],[0],[0],[4.552682940004161],0.011608700660872273,None,30.741734814000665,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q4/MT0028596249.wav,Q4,33.22590050799772,None,33.2051581016635,None,[0.05714285714285714],[-0.3038095238095238],[1],[0],[0],[8.447753897999064],0.004642568659619428,None,41.6632747650001,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0002698706.wav,Q1,44.148947156005306,None,44.13945481233144,None,[0.2419047619047619],[0.06285714285714286],[1],[0],[0],[6.328484697005479],0.01445110933855176,None,50.47056437699939,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0011821215.wav,Q1,52.98920543499116,None,52.9773626236604,None,[0.2276190476190476],[0.05333333333333334],[1],[0],[0],[3.402393313997891],0.01297812967095524,None,56.38315587300167,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0009117202.wav,Q1,58.867681228992296,None,58.858978109328504,None,[0.22952380952380952],[0.10380952380952381],[1],[0],[0],[5.397772380994866],0.015517632331466302,None,64.25976770299894,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0026727455.wav,Q4,66.7822031120013,None,66.76539744966819,None,[0.2342857142857143],[-0.07238095238095238],[1],[0],[0],[6.73244344300474],0.012611600672244094,None,73.50148233199434,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0011051663.wav,Q4,75.94926933299575,None,75.92727684433243,None,[0.07428571428571429],[-0.30095238095238097],[1],[0],[0],[9.072275808997802],0.0022221823455765843,None,85.01412918099959,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0012634038.wav,Q4,87.5165568789962,None,87.49553470532895,None,[0.06952380952380953],[-0.3019047619047619],[1],[0],[0],[7.840284013989731],0.0045788243296556175,None,95.37043884499872,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q3/MT0009521580.wav,Q1,97.87490674199944,None,97.86481813799764,None,[0.20666666666666667],[0.05523809523809524],[1],[0],[0],[9.203621328997542],0.015095214985194616,None,107.07019937399309,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q4/MT0012222183.wav,Q3,109.58233522999217,None,109.56594531999144,None,[-0.05333333333333334],[-0.05714285714285714],[1],[0],[0],[9.707169550994877],0.008581813992350362,None,119.28252738299489,None,,,18_04,001,2023_Oct_18_1834,musicemotionlatency,2021.2.3,None,
