trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,14.33801951399073,None,../fMRI_stim/music/Q1/MT0007840454.wav,Q1,16.933351143961772,None,16.81162792397663,None,[0.1019047619047619],[0.0980952380952381],[1],[0],[0],[7.4339157060021535],0.00032065995037555695,None,24.262517324008513,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
1,0,1,0,,,../fMRI_stim/music/Q4/MT0003778826.wav,Q1,26.86333248601295,None,26.842951371963135,38.85098203498637,[0.1219047619047619],[0.1895238095238095],[1],[0],[0],[12.575952083978336],0.005098299006931484,None,39.43101526197279,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0006939177.wav,Q1,41.94591351598501,None,41.93097644696827,None,[0.09904761904761905],[0.09238095238095238],[1],[0],[0],[7.444277427974157],0.010441194928716868,None,49.383271862985566,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0003053135.wav,Q3,51.93114491796587,None,51.91533752396354,None,[-0.12857142857142856],[-0.14],[1],[0],[0],[8.602811941993423],0.009189051983412355,None,60.52554066700395,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0005029328.wav,Q2,63.12138004601002,None,63.10249679097906,None,[-0.2619047619047619],[0.3028571428571429],[1],[0],[0],[3.790706460014917],0.012127415975555778,None,66.89697659300873,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0010489498.wav,Q1,69.55307166295825,None,69.52352003699052,None,[0.24666666666666667],[0.17333333333333334],[1],[0],[0],[9.520687356998678],0.0031101780477911234,None,79.059334399004,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0006159067.wav,Q4,81.62962133501424,None,81.61827275596443,None,[0.17238095238095238],[-0.24],[1],[0],[0],[5.600085570011288],0.015068470034748316,None,87.2200657959911,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0004447086.wav,Q2,89.7814707569778,None,89.76556706895353,None,[-0.2561904761904762],[0.2923809523809524],[1],[0],[0],[3.6206422729883343],0.010600058943964541,None,93.39221807598369,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
8,0,8,0,,,../fMRI_stim/music/Q1/MT0002222957.wav,Q1,95.92220289300894,None,95.90436077394989,None,[0.16666666666666666],[0.16380952380952382],[1],[0],[0],[7.30491990596056],0.007825639971997589,None,103.22194729995681,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0009253118.wav,Q2,105.78191312000854,None,105.76459161199163,None,[-0.23714285714285716],[0.30857142857142855],[1],[0],[0],[5.078679072030354],0.009783869027160108,None,110.84917813696666,None,,,17_02,001,2023_Apr_18_1802,musicemotionlatency,2021.2.3,59.237171072474474,
