trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,21.377978312026244,None,../fMRI_stim/music/Q4/MT0012862507.wav,Q1,23.89819009002531,None,23.81754565301817,35.83762097801082,[0.10857142857142857],[0.12],[1],[0],[0],[15.646703226026148],0.01163465401623398,None,39.46979031502269,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q4/MT0001624303.wav,Q4,41.97857727401424,None,41.96281874802662,53.9685303880251,[0.05333333333333334],[-0.1657142857142857],[1],[0],[0],[12.453230545972474],0.0073471859795972705,None,54.4243884900352,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0008530072.wav,Q2,56.89002445200458,None,56.875635414667585,68.9031580860028,[-0.10761904761904761],[0.23809523809523808],[1],[0],[0],[18.5605481750099],0.009211674623657018,None,75.46383884100942,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0009437817.wav,Q4,77.96840304404031,None,77.94570316734801,89.96696501999395,[0.18761904761904763],[-0.1619047619047619],[1],[0],[0],[17.28756985103246],0.0013274113298393786,None,95.24985572701553,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q1/MT0002262181.wav,Q1,97.93929316999856,None,97.919076564357,109.93835092004156,[0.15523809523809523],[0.07904761904761905],[1],[0],[0],[23.873035347030964],0.0030474443337880075,None,121.80494611000177,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0011145388.wav,Q1,124.36156425002264,None,124.35215961299836,136.35626715404214,[0.04],[0.17238095238095238],[1],[0],[0],[19.514106495014858],0.01581370399799198,None,143.86600227601593,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q1/MT0009845276.wav,Q4,146.35557573201368,None,146.3307815517105,158.33865649503423,[0.09047619047619047],[-0.03333333333333333],[1],[0],[0],[17.56897734699305],0.006019884720444679,None,163.90955109102651,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q4/MT0010818060.wav,Q4,166.36689472704893,None,166.3464281899971,178.361061713018,[0.24],[-0.15047619047619049],[1],[0],[0],[19.312793012009934],0.00446301099145785,None,185.6699638889986,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0011348776.wav,Q1,188.1704316000105,None,188.15014338737433,200.16902683401713,[0.12761904761904763],[0.23714285714285716],[1],[0],[0],[17.518945371964946],0.010245451296214014,None,205.6747228880413,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q3/MT0010375510.wav,Q3,208.1625083090039,None,208.14868228038154,220.16887114400743,[-0.030476190476190476],[-0.13904761904761906],[1],[0],[0],[23.593555486993864],0.01109093037666753,None,231.74774126702687,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q1/MT0011786799.wav,Q2,234.26294604403665,None,234.24524219305022,246.25674606201937,[-0.029523809523809525],[0.0419047619047619],[1],[0],[0],[27.209056763967965],0.007402208051644266,None,261.4629286430427,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q3/MT0007610380.wav,Q4,264.0064821340493,None,263.9952798573727,276.0046116260346,[0.16666666666666666],[-0.13142857142857142],[1],[0],[0],[15.479073078022338],0.014362991380039603,None,279.4754929910414,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0012151268.wav,Q4,281.93772297899704,None,281.92469737700884,293.93281894904794,[0.04380952380952381],[-0.1419047619047619],[1],[0],[0],[15.329057758033741],0.012703590968158096,None,297.27923676301725,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q2/MT0002960683.wav,Q1,299.73782475001644,None,299.72412052702856,311.7286006869981,[0.18],[0.27904761904761904],[1],[0],[0],[16.29678270802833],0.009247866983059794,None,316.02824206103105,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0011957429.wav,Q4,318.49438636004925,None,318.4748389400076,330.4935866270098,[0.07428571428571429],[-0.040952380952380955],[1],[0],[0],[20.55608954303898],0.003421765984967351,None,339.04324167600134,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0012941049.wav,Q4,341.5041906470433,None,341.49644112568734,353.5208620330086,[0.2019047619047619],[-0.2123809523809524],[1],[0],[0],[20.280077919946052],0.015587621659506112,None,361.77660065703094,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0029065626.wav,Q1,364.2528560910141,None,364.2429264633644,376.2502758830087,[0.029523809523809525],[0.10380952380952381],[1],[0],[0],[18.405115310975816],0.013641233323141932,None,382.65102099301293,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q3/MT0001871732.wav,Q4,385.11745291703846,None,385.11002054670047,397.12333512399346,[0.035238095238095235],[-0.11619047619047619],[1],[0],[0],[19.5902979420498],0.016607269702944905,None,404.69936920603504,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q2/MT0028750297.wav,Q2,407.16102685703663,None,407.1416620400152,419.1481810500263,[-0.022857142857142857],[0.1895238095238095],[1],[0],[0],[20.557512674015015],0.003667066979687661,None,427.7112567620352,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0030494794.wav,Q4,430.1803381280042,None,430.16058934869164,442.1725403010496,[0.1019047619047619],[-0.2276190476190476],[1],[0],[0],[15.501915136992466],0.0031222886755131185,None,445.6748525479925,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
20,0,20,0,,,../fMRI_stim/music/Q1/MT0012041920.wav,Q1,448.1363601750345,None,448.1273160776977,460.1399458540254,[0.10476190476190476],[0.1742857142857143],[1],[0],[0],[15.399407153017819],0.01323685672832653,None,463.52926366904285,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
21,0,21,0,,,../fMRI_stim/music/Q3/MT0010739708.wav,Q4,466.01306199404644,None,465.99436202667806,478.004963134008,[0.15904761904761905],[-0.08857142857142856],[1],[0],[0],[15.384870340989437],0.005177438666578382,None,481.3897656450281,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
22,0,22,0,,,../fMRI_stim/music/Q2/MT0010490157.wav,Q2,483.85353753203526,None,483.8390668666611,495.85981669899775,[-0.06666666666666667],[0.22476190476190477],[1],[0],[0],[17.0357924720156],0.008456713694613427,None,500.88205388601637,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
23,0,23,0,,,../fMRI_stim/music/Q3/MT0026905937.wav,Q4,503.35369153600186,None,503.34472131868046,515.356790513033,[0.15714285714285714],[-0.16952380952380952],[1],[0],[0],[16.294379297993146],0.016235294693615288,None,519.6384386090213,None,,,16_03,001,2023_Apr_17_1650,musicemotionlatency,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,521.6446597120375,None,,,,,,,
