trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,18.137722603976727,None,../fMRI_stim/music/Q3/MT0015682649.wav,Q2,20.855447679001372,None,20.73600559067369,None,[-0.14666666666666667],[0.2257142857142857],[1],[0],[0],[11.176857904996723],0.007938037626445293,None,31.92518388602184,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0028345470.wav,Q2,34.54217227100162,None,34.5303286076795,None,[-0.14666666666666667],[0.2257142857142857],[1],[0],[0],[6.505589927022811],0.013346720661502331,None,41.04102573101409,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0011886148.wav,Q4,43.65133760002209,None,43.634244297014085,55.64904192398535,[0.1295238095238095],[-0.08],[1],[0],[0],[12.550988126022276],0.006577655964065343,None,56.19634290301474,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q2/MT0032957418.wav,Q1,58.814962657983415,None,58.79354716798989,None,[0.1523809523809524],[0.15142857142857144],[1],[0],[0],[10.814449137018528],0.0027536479174159467,None,69.64613899297547,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0009421924.wav,Q2,72.2230386469746,None,72.20940084768614,None,[-0.1295238095238095],[0.1676190476190476],[1],[0],[0],[5.676212073012721],0.010644042631611228,None,77.89305577700725,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q4/MT0015706588.wav,Q4,80.49577351997141,None,80.4833562679938,92.49666038400028,[0.08761904761904762],[-0.054285714285714284],[1],[0],[0],[13.839640156016685],0.012084781948942691,None,94.33039420697605,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0005217073.wav,Q4,96.87329755001701,None,96.85106561630576,None,[0.15047619047619049],[-0.13142857142857142],[1],[0],[0],[6.021037755999714],0.0019986252882517874,None,102.91393924597651,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0003782002.wav,Q2,105.51222874200903,None,105.50135159000055,None,[-0.2038095238095238],[0.1580952380952381],[1],[0],[0],[2.3181489140260965],0.014040708949323744,None,107.82340360898525,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q4/MT0002698827.wav,Q4,110.3610789719969,None,110.34821288230208,None,[0.12761904761904763],[-0.11523809523809524],[1],[0],[0],[3.8862575350212865],0.012292134284507483,None,114.24149381701136,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0010900969.wav,Q1,116.80566533800447,None,116.79421226565415,None,[0.19523809523809524],[0.3057142857142857],[1],[0],[0],[3.6596618099720217],0.01507245865650475,None,120.45701862598071,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q3/MT0011969592.wav,Q1,122.95914234401425,None,122.94750475801993,None,[0.15904761904761905],[0.07523809523809524],[1],[0],[0],[10.783973904966842],0.012474230024963617,None,133.7408820950077,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q2/MT0006746691.wav,Q2,136.27378945599776,None,136.26394269732606,None,[-0.13714285714285715],[0.14285714285714285],[1],[0],[0],[2.595845058967825],0.014275527384597808,None,138.86514596099732,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q3/MT0002142155.wav,Q3,141.41364352201344,None,141.4017743109842,153.41853159398306,[-0.10761904761904761],[-0.10666666666666667],[1],[0],[0],[12.729177239001729],0.01605561497854069,None,154.13779870502185,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q4/MT0030319227.wav,Q3,156.86270555201918,None,156.84913400868342,168.86117721599294,[-0.10476190476190476],[-0.10571428571428572],[1],[0],[0],[12.20689846901223],0.016016002686228603,None,169.06162522098748,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q2/MT0013313448.wav,Q3,171.57203722000122,None,171.55116997699952,None,[-0.16],[-0.18],[1],[0],[0],[7.297299393976573],0.0024197240127250552,None,178.8648934100056,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0007064420.wav,Q4,181.3811183340149,None,181.36795643764006,None,[0.19047619047619047],[-0.21047619047619048],[1],[0],[0],[3.2941559640457854],0.011688154598232359,None,184.67002478596987,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q4/MT0033391280.wav,Q4,187.31004342797678,None,187.28522365467313,None,[0.18],[-0.12285714285714286],[1],[0],[0],[5.119483663002029],0.0030012846691533923,None,192.42205542698503,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q3/MT0008841966.wav,Q1,195.34913625201443,None,195.32982052464894,None,[0.20761904761904762],[0.29904761904761906],[1],[0],[0],[3.7170317989657633],0.013643236656207591,None,199.05260109098163,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q1/MT0006747288.wav,Q1,201.96800178597914,None,201.95772001564427,213.9691926909727,[0.22857142857142856],[0.2038095238095238],[1],[0],[0],[12.174576722027268],0.015016131685115397,None,214.1359843609971,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q1/MT0032235381.wav,Q1,216.69560753297992,None,216.6734693679726,None,[0.1523809523809524],[0.17333333333333334],[1],[0],[0],[7.699575901031494],0.0017703779740259051,None,224.39323891000822,None,,,19_01,001,2023_Dec_06_1657,musicemotionlatency,2021.2.3,None,
