trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.162277110968716,None,../fMRI_stim/music/Q4/MT0010485603.wav,Q1,15.797895448980853,None,15.693755000457168,None,[0.24285714285714285],[0.1219047619047619],[1],[0],[0],[4.227368363994174],0.008337873499840498,None,19.92785360297421,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0008346862.wav,Q2,22.476012195984367,None,22.4610903564957,None,[-0.2733333333333333],[0.27714285714285714],[1],[0],[0],[4.306749785959255],0.010351969511248171,None,26.776096755987965,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0031826774.wav,Q4,29.33296527498169,None,29.31071090550395,None,[0.03428571428571429],[-0.23142857142857143],[1],[0],[0],[10.325525287014898],0.0035970224998891354,None,39.6488360989606,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0013633209.wav,Q1,42.11567162099527,None,42.09081726047443,54.10046043997863,[0.2914285714285714],[0.24952380952380954],[1],[0],[0],[12.307679046003614],0.0005167725030332804,None,54.436875679995865,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0029877658.wav,Q2,56.951727742969524,None,56.931841282069215,None,[-0.040952380952380955],[0.0761904761904762],[1],[0],[0],[8.292720983037725],0.010094868077430874,None,65.23159687197767,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0012001409.wav,Q1,67.77363128599245,None,67.74606775029096,None,[0.0380952380952381],[0.04],[1],[0],[0],[5.2685132379992865],0.0040897103026509285,None,73.02749229699839,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0026905937.wav,Q4,75.59161551500438,None,75.57289684166899,87.58266318199458,[0.10285714285714286],[-0.2733333333333333],[1],[0],[0],[12.360550890967716],0.00727358867879957,None,87.9430597879691,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q4/MT0015026293.wav,Q4,90.52333884697873,None,90.50403552188072,None,[0.023809523809523808],[-0.3047619047619048],[1],[0],[0],[9.45573708601296],0.012759278935845941,None,99.9648181439843,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q3/MT0011836290.wav,Q2,102.53742988000158,None,102.52075068366248,None,[-0.3038095238095238],[0.24666666666666667],[1],[0],[0],[9.793692462029867],0.008479197684209794,None,112.32529462501407,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0030160582.wav,Q2,114.87648713000817,None,114.85070964447222,None,[-0.2914285714285714],[0.17714285714285713],[1],[0],[0],[8.782794638013002],0.005398717476055026,None,123.64477930701105,None,,,17_01,001,2023_Apr_18_1757,musicemotionlatency,2021.2.3,None,
