trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,35.10025591599697,None,../fMRI_stim/music/Q2/MT0002372242.wav,Q1,37.69131817299058,None,37.63521047799149,None,[0.2219047619047619],[0.1980952380952381],[1],[0],[0],[4.728846350000822],0.012136946999817155,None,42.367990011000074,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0001526386.wav,Q4,44.812266205990454,None,44.79523663832418,None,[0.21619047619047618],[-0.08],[1],[0],[0],[8.517458051006543],0.00993870732781943,None,53.31922766799107,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0002366291.wav,Q1,55.84967632299231,None,55.839409669330536,None,[0.06857142857142857],[0.1019047619047619],[1],[0],[0],[5.825011028005974],0.015215975348837674,None,61.68883672899392,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q4/MT0028813196.wav,Q4,64.22294078099367,None,64.2017742146602,None,[0.14952380952380953],[-0.17809523809523808],[1],[0],[0],[8.674612987990258],0.005021916673285887,None,72.88829698599875,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q1/MT0002538335.wav,Q4,75.40776673099026,None,75.39613102966202,None,[0.21428571428571427],[-0.058095238095238096],[1],[0],[0],[9.549603866005782],0.013961000659037381,None,84.94902059299056,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0026753827.wav,Q4,87.48850588899222,None,87.47163289933135,None,[0.2276190476190476],[-0.06952380952380953],[1],[0],[0],[10.919378236998455],0.008781558339251205,None,98.39910540299024,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q2/MT0003136077.wav,Q1,100.93001825099054,None,100.90512419066023,None,[0.18285714285714286],[0.21904761904761905],[1],[0],[0],[5.135407553010737],0.0015991856780601665,None,106.05568068000139,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0014737299.wav,Q4,108.56611108899233,None,108.54868232599983,None,[0.1380952380952381],[-0.0419047619047619],[1],[0],[0],[8.139541937009199],0.007372553009190597,None,116.69801918399753,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q1/MT0007013069.wav,Q4,119.2529054429906,None,119.23293421299313,None,[0.14857142857142858],[-0.08761904761904762],[1],[0],[0],[9.163220942995395],0.00597830000333488,None,128.40728219300217,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0003326925.wav,Q1,130.94758300599642,None,130.9383062503262,None,[0.07428571428571429],[0.11238095238095239],[1],[0],[0],[5.6999018490023445],0.015858301339903846,None,136.64007337699877,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0001942272.wav,Q4,139.17994689800253,None,139.17026335933093,None,[0.22380952380952382],[-0.06571428571428571],[1],[0],[0],[6.5567628129938385],0.0151674533408368,None,145.72829361200274,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q2/MT0006798861.wav,Q1,148.26303305900365,None,148.24246176265686,None,[0.2019047619047619],[0.24857142857142858],[1],[0],[0],[3.4808672240033047],0.006601578657864593,None,151.73183385700395,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0001676671.wav,Q4,154.23928457600414,None,154.2220076599915,None,[0.08857142857142856],[-0.27714285714285714],[1],[0],[0],[10.23862890098826],0.012063211994245648,None,164.4664340409945,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q4/MT0007107079.wav,Q4,166.96802617999492,None,166.95288486599748,178.97254751699802,[0.07142857142857142],[-0.22285714285714286],[1],[0],[0],[12.428488499004743],0.010317636013496667,None,179.38842335699883,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0012846850.wav,Q4,181.89892401199904,None,181.88750899066898,None,[0.23809523809523808],[-0.05619047619047619],[1],[0],[0],[6.68295448400022],0.013129179671523161,None,188.57501596699876,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0013676763.wav,Q1,191.12804011200205,None,191.1166037883309,None,[0.24095238095238095],[0.08761904761904762],[1],[0],[0],[4.885768869004096],0.013649431333760731,None,196.00510939199012,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q3/MT0001934726.wav,Q4,198.53873198399378,None,198.51793682866654,None,[0.14761904761904762],[-0.07809523809523809],[1],[0],[0],[9.675137956000981],0.011147499666549265,None,208.19941487099277,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q3/MT0002006203.wav,Q3,210.7502368479909,None,210.73300829233682,None,[-0.04857142857142857],[-0.04380952380952381],[1],[0],[0],[9.001708689000225],0.00878116134845186,None,219.7433717929962,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q2/MT0017475710.wav,Q1,222.27676525899733,None,222.26662549832741,None,[0.21142857142857144],[0.14761904761904762],[1],[0],[0],[8.330678626007284],0.014539315336151049,None,230.60273016500287,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q2/MT0011975274.wav,Q1,233.15169835000415,None,233.13413812033156,None,[0.11142857142857143],[0.23714285714285716],[1],[0],[0],[6.940021275004256],0.007296291340026073,None,240.08670112799155,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
20,0,20,0,,,../fMRI_stim/music/Q4/MT0001195535.wav,Q4,242.63824480600306,None,242.61911804833704,None,[0.06380952380952382],[-0.2342857142857143],[1],[0],[0],[8.450489078997634],0.005940415343502536,None,251.1021189789899,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
21,0,21,0,,,../fMRI_stim/music/Q3/MT0011308097.wav,Q4,253.64018396899337,None,253.62091564732742,None,[0.24761904761904763],[-0.049523809523809526],[1],[0],[0],[6.540791170991724],0.0052825293387286365,None,260.1735581719986,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
22,0,22,0,,,../fMRI_stim/music/Q3/MT0005253065.wav,Q4,262.7178664219973,None,262.69186793533345,None,[0.15904761904761905],[-0.1380952380952381],[1],[0],[0],[5.5289286939951126],0.00411866135254968,None,268.23337296298996,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
23,0,23,0,,,../fMRI_stim/music/Q1/MT0001898830.wav,Q1,270.7870933739905,None,270.7622431673303,None,[0.24285714285714285],[0.06857142857142857],[1],[0],[0],[4.999248774998705],0.0023761703341733664,None,275.79845116600336,None,,,18_02,001,2023_Oct_18_1824,musicemotionlatency,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,277.81173482199665,None,,,,,,,
