trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,21.421192484005587,None,../fMRI_stim/music/Q4/MT0011376343.wav,Q1,23.92683342899545,None,23.873179797686557,None,[0.2523809523809524],[0.07142857142857142],[1],[0],[0],[4.722357327991631],0.00996722566196695,None,28.607754499011207,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0005029328.wav,Q2,31.196518304001074,None,31.187085850329215,None,[-0.25333333333333335],[0.3019047619047619],[1],[0],[0],[10.676448374986649],0.014913650345988572,None,41.870392297016224,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
2,0,2,0,,,../fMRI_stim/music/Q3/MT0001844620.wav,Q3,44.402196184004424,None,44.39341528734852,None,[-0.12666666666666668],[-0.23904761904761904],[1],[0],[0],[5.855945625982713],0.015767629316542298,None,50.251375908002956,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0008399774.wav,Q3,52.82800291001331,None,52.81705332668304,None,[-0.03238095238095238],[-0.2761904761904762],[1],[0],[0],[9.581220297986874],0.013911837682826445,None,62.40156320101232,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0004447086.wav,Q2,64.96565257202019,None,64.94997575999587,None,[-0.2361904761904762],[0.2885714285714286],[1],[0],[0],[4.928265277994797],0.012510807981016114,None,69.88225675400463,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
5,0,5,0,,,../fMRI_stim/music/Q4/MT0005074629.wav,Q3,72.3867100670177,None,72.37006951399962,None,[-0.0419047619047619],[-0.16476190476190475],[1],[0],[0],[4.686203153018141],0.008017010986804962,None,77.06731265701819,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
6,0,6,0,,,../fMRI_stim/music/Q1/MT0007840454.wav,Q3,79.7164159110107,None,79.69274663235603,None,[-0.06],[-0.2742857142857143],[1],[0],[0],[6.677853237983072],0.008012258331291378,None,86.37847177599906,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0007477802.wav,Q4,88.85549209901365,None,88.8458805633379,None,[0.16857142857142857],[-0.29714285714285715],[1],[0],[0],[11.868050791992573],0.015606735338224098,None,100.71755719001521,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0002602057.wav,Q2,103.19788945300388,None,103.1798722686867,None,[-0.23523809523809525],[0.28285714285714286],[1],[0],[0],[5.842908241000259],0.005966412689303979,None,109.03495390401804,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0010489498.wav,Q1,111.59062111400999,None,111.56956962700933,None,[0.22],[0.18666666666666668],[1],[0],[0],[10.146951718023047],0.0036253629659768194,None,121.72976973000914,None,,,10_02,001,2023_Apr_05_1113,musicemotionlatency,2021.2.3,63.20437204408044,
