onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	35.97	Q4
71.98	11.98	Baseline
83.96	12.01	Noise
95.96	12.04	Baseline
108.01	35.97	Q1
143.98	11.98	Baseline
155.96	11.99	Noise
167.95	12.05	Baseline
179.99	35.98	Q2
215.97	11.98	Baseline
227.95	12.0	Noise
239.95	12.13	Baseline
252.08	35.92	Q3
288.0	11.99	Baseline
300.0	12.01	Noise
312.0	12.05	Baseline
324.05	35.98	Q4
360.03	11.97	Baseline
372.0	12.0	Noise
384.0	12.03	Baseline
396.03	36.0	Q2
432.03	11.97	Baseline
444.0	11.99	Noise
455.99	12.03	Baseline
468.02	36.0	Q1
504.03	11.97	Baseline
515.99	12.01	Noise
528.0	12.04	Baseline
540.04	36.07	Q3
576.12	24.01	Baseline
