onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	35.96	Q3
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.06	Baseline
108.02	35.96	Q2
143.98	11.97	Baseline
155.95	12.01	Noise
167.96	12.05	Baseline
180.0	35.98	Q1
215.98	11.97	Baseline
227.95	12.0	Noise
239.96	12.08	Baseline
252.04	35.98	Q4
288.01	11.99	Baseline
300.01	12.02	Noise
312.02	12.05	Baseline
324.07	35.95	Q3
360.03	11.99	Baseline
372.01	12.01	Noise
384.02	12.08	Baseline
396.09	35.96	Q4
432.05	11.95	Baseline
444.0	12.01	Noise
456.01	12.07	Baseline
468.08	35.95	Q1
504.03	11.98	Baseline
516.01	12.0	Noise
528.02	12.08	Baseline
540.1	36.01	Q2
576.1	24.01	Baseline
