onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.01	Noise
23.97	12.04	Baseline
36.01	11.51	Q2
47.99	11.5	Q2
59.99	11.5	Q2
71.97	11.99	Baseline
83.96	11.98	Noise
95.94	12.03	Baseline
107.98	11.51	Q1
119.96	11.51	Q1
131.96	11.51	Q1
143.98	11.97	Baseline
155.95	12.0	Noise
167.95	12.07	Baseline
180.01	11.51	Q4
191.98	11.51	Q4
203.98	11.51	Q4
215.99	11.96	Baseline
227.95	12.01	Noise
239.96	12.06	Baseline
252.02	11.5	Q3
263.98	11.5	Q3
275.98	11.5	Q3
288.03	11.98	Baseline
300.02	12.01	Noise
312.03	12.06	Baseline
324.08	11.51	Q2
336.05	11.51	Q2
348.05	11.52	Q2
360.07	11.95	Baseline
372.02	12.01	Noise
384.03	12.05	Baseline
396.07	11.52	Q4
408.05	11.5	Q4
420.05	11.5	Q4
432.07	11.95	Baseline
444.02	11.99	Noise
456.01	12.07	Baseline
468.07	11.51	Q1
480.06	11.51	Q1
492.04	11.51	Q1
504.06	11.95	Baseline
516.01	12.01	Noise
528.02	12.06	Baseline
540.08	11.51	Q3
552.04	11.5	Q3
564.04	11.5	Q3
576.11	24.01	Baseline
