onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.06	Baseline
36.02	11.51	Q1
47.97	11.51	Q2
60.01	11.5	Q2
71.96	12.0	Baseline
83.96	12.0	Noise
95.96	12.06	Baseline
108.02	11.5	Q4
120.01	11.5	Q4
131.98	11.5	Q3
143.96	12.0	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	11.51	Q4
192.01	11.51	Q3
203.98	11.51	Q4
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.01	11.51	Q1
263.97	11.51	Q1
275.96	11.51	Q1
287.98	11.99	Baseline
299.96	12.0	Noise
311.97	12.05	Baseline
324.01	11.51	Q1
336.02	11.5	Q3
348.02	11.51	Q4
359.98	11.99	Baseline
371.97	12.0	Noise
383.97	12.05	Baseline
396.02	11.51	Q4
408.0	11.51	Q1
420.02	11.5	Q4
431.99	11.98	Baseline
443.97	12.02	Noise
455.99	12.05	Baseline
468.04	11.51	Q2
480.02	11.51	Q2
492.02	11.51	Q2
503.99	11.98	Baseline
515.97	12.01	Noise
527.98	12.04	Baseline
540.03	11.51	Q1
552.03	11.53	Q1
564.01	11.5	Q1
576.07	24.01	Baseline
