onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.95	12.02	Baseline
35.97	11.5	Q1
47.97	11.5	Q1
59.97	11.5	Q1
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.03	Baseline
107.99	11.5	Q3
119.97	11.5	Q3
131.97	11.5	Q3
143.97	11.99	Baseline
155.96	12.01	Noise
167.96	12.03	Baseline
179.99	11.51	Q4
191.97	11.51	Q4
203.97	11.51	Q1
215.97	11.99	Baseline
227.96	12.0	Noise
239.96	12.03	Baseline
251.99	11.51	Q4
263.98	11.51	Q4
275.98	11.51	Q4
288.01	11.99	Baseline
299.99	12.01	Noise
312.0	12.03	Baseline
324.03	11.5	Q3
336.01	11.51	Q2
348.01	11.51	Q3
360.02	11.98	Baseline
372.0	12.0	Noise
384.0	12.05	Baseline
396.05	11.5	Q1
408.01	11.51	Q2
420.02	11.51	Q1
432.02	11.98	Baseline
444.0	12.0	Noise
456.0	12.02	Baseline
468.02	11.5	Q4
480.02	11.52	Q3
492.02	11.51	Q4
504.03	11.97	Baseline
516.0	12.0	Noise
528.0	12.02	Baseline
540.02	11.5	Q4
552.02	11.5	Q2
564.02	11.51	Q1
576.11	24.02	Baseline
