onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	35.95	Q1
71.95	12.0	Baseline
83.95	12.0	Noise
95.95	12.05	Baseline
108.0	35.96	Q3
143.96	12.0	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.02	35.95	Q4
215.96	11.99	Baseline
227.96	12.0	Noise
239.96	12.06	Baseline
252.02	35.97	Q2
287.99	12.0	Baseline
299.99	11.98	Noise
311.98	12.05	Baseline
324.03	35.97	Q4
359.99	11.98	Baseline
371.98	12.01	Noise
383.99	12.07	Baseline
396.06	35.95	Q1
432.01	11.97	Baseline
443.98	12.01	Noise
455.99	12.06	Baseline
468.05	35.95	Q3
504.0	11.98	Baseline
515.98	12.01	Noise
527.99	12.06	Baseline
540.05	36.02	Q2
576.07	24.0	Baseline
