onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.02	Baseline
35.97	11.51	Q1
47.99	11.51	Q1
59.99	11.5	Q4
71.98	11.97	Baseline
83.95	12.01	Noise
95.96	12.05	Baseline
108.01	11.5	Q1
119.99	11.51	Q3
131.99	11.51	Q4
143.98	11.97	Baseline
155.96	12.01	Noise
167.97	12.02	Baseline
179.99	11.51	Q2
191.99	11.51	Q2
203.99	11.51	Q2
216.01	11.95	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.5	Q3
263.99	11.5	Q4
276.0	11.5	Q3
288.05	12.0	Baseline
300.05	12.0	Noise
312.05	12.05	Baseline
324.1	11.5	Q2
336.08	11.51	Q3
348.08	11.51	Q1
360.1	11.95	Baseline
372.05	12.0	Noise
384.05	12.03	Baseline
396.08	11.51	Q1
408.07	11.51	Q3
420.07	11.51	Q4
432.09	11.95	Baseline
444.03	12.0	Noise
456.04	12.05	Baseline
468.09	11.5	Q1
480.07	11.51	Q1
492.07	11.51	Q1
504.08	11.96	Baseline
516.04	12.0	Noise
528.04	12.05	Baseline
540.09	11.5	Q3
552.07	11.51	Q1
564.06	11.5	Q3
576.19	24.0	Baseline
