onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.01	Noise
23.97	12.05	Baseline
36.03	35.94	Q4
71.97	12.0	Baseline
83.96	12.0	Noise
95.97	12.07	Baseline
108.03	35.93	Q1
143.96	11.99	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.02	35.94	Q3
215.96	11.99	Baseline
227.95	12.01	Noise
239.96	12.04	Baseline
252.0	35.98	Q2
287.99	12.0	Baseline
299.99	11.98	Noise
311.97	12.05	Baseline
324.02	35.97	Q3
359.99	11.99	Baseline
371.97	12.0	Noise
383.98	12.06	Baseline
396.04	35.95	Q4
431.99	11.98	Baseline
443.98	12.01	Noise
455.98	12.03	Baseline
468.01	35.99	Q1
504.0	11.98	Baseline
515.98	12.0	Noise
527.98	12.06	Baseline
540.05	36.01	Q2
576.06	24.0	Baseline
