onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.98	35.97	Q4
71.96	12.0	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.99	35.97	Q3
143.96	11.99	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.01	35.96	Q2
215.97	11.99	Baseline
227.96	12.01	Noise
239.96	12.03	Baseline
251.99	36.0	Q1
287.99	12.0	Baseline
299.99	12.0	Noise
312.0	12.03	Baseline
324.03	35.98	Q1
360.01	11.99	Baseline
372.0	11.98	Noise
383.98	12.02	Baseline
396.0	36.0	Q4
432.0	11.98	Baseline
443.98	12.01	Noise
455.99	12.04	Baseline
468.03	35.97	Q2
504.0	11.98	Baseline
515.98	12.01	Noise
527.99	12.04	Baseline
540.04	36.04	Q3
576.07	24.01	Baseline
