onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.01	35.97	Q2
71.98	11.99	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	35.95	Q4
143.96	12.0	Baseline
155.96	11.98	Noise
167.95	12.03	Baseline
179.98	35.98	Q3
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.0	36.0	Q1
288.0	11.99	Baseline
299.98	12.01	Noise
311.99	12.04	Baseline
324.04	35.97	Q4
360.01	11.98	Baseline
371.99	12.01	Noise
383.99	12.05	Baseline
396.04	35.98	Q3
432.01	11.98	Baseline
443.99	12.01	Noise
456.0	12.04	Baseline
468.04	35.98	Q2
504.02	11.97	Baseline
515.99	12.0	Noise
527.99	12.03	Baseline
540.03	36.07	Q1
576.1	24.01	Baseline
