onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.98	11.51	Q3
47.98	11.52	Q4
59.98	11.52	Q3
71.97	11.98	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.51	Q2
119.99	11.52	Q2
131.98	11.5	Q2
143.98	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.5	Q1
191.99	11.5	Q1
203.99	11.5	Q4
215.98	11.97	Baseline
227.95	12.0	Noise
239.96	12.05	Baseline
252.01	11.51	Q1
263.97	11.5	Q1
275.99	11.5	Q1
288.01	11.99	Baseline
300.01	12.0	Noise
312.01	12.06	Baseline
324.07	11.5	Q3
336.06	11.5	Q2
348.06	11.5	Q3
360.04	11.97	Baseline
372.01	12.01	Noise
384.02	12.06	Baseline
396.08	11.51	Q2
408.04	11.5	Q2
420.06	11.51	Q2
432.07	11.95	Baseline
444.01	12.01	Noise
456.02	12.06	Baseline
468.08	11.51	Q1
480.05	11.5	Q1
492.05	11.51	Q1
504.08	11.94	Baseline
516.02	12.0	Noise
528.02	12.06	Baseline
540.08	11.51	Q4
552.05	11.5	Q4
564.05	11.51	Q4
576.15	24.0	Baseline
