onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	35.95	Q3
71.95	12.0	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.98	35.97	Q1
143.96	12.0	Baseline
155.95	12.01	Noise
167.97	12.03	Baseline
180.0	35.96	Q2
215.96	11.99	Baseline
227.95	12.0	Noise
239.96	12.02	Baseline
251.97	36.02	Q4
287.99	12.0	Baseline
299.99	12.01	Noise
312.0	12.04	Baseline
324.04	35.97	Q2
360.01	11.97	Baseline
371.98	12.0	Noise
383.98	12.03	Baseline
396.01	35.99	Q3
432.0	11.98	Baseline
443.98	12.01	Noise
455.99	12.03	Baseline
468.01	35.99	Q1
504.0	11.98	Baseline
515.98	12.01	Noise
527.99	12.03	Baseline
540.02	36.05	Q4
576.07	24.0	Baseline
