onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.51	Q1
47.98	11.51	Q1
59.97		Q4
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.51	Q1
119.97	11.5	Q4
131.97	11.51	Q4
143.97	11.98	Baseline
155.95	12.0	Noise
167.96	12.05	Baseline
180.0	11.5	Q1
191.99	11.51	Q2
203.99	11.5	Q1
215.97	11.99	Baseline
227.96	12.0	Noise
239.96	12.05	Baseline
252.01	11.51	Q4
263.97	11.5	Q1
275.99	11.51	Q4
288.0	11.99	Baseline
299.99	12.01	Noise
312.0	12.04	Baseline
324.04	11.51	Q4
336.03	11.51	Q1
348.01	11.51	Q1
360.02	11.98	Baseline
371.99	12.0	Noise
384.0	12.05	Baseline
396.05	11.5	Q4
408.01	11.51	Q4
420.03	11.51	Q3
432.02	11.98	Baseline
444.0	12.0	Noise
456.0	12.03	Baseline
468.03	11.51	Q3
480.03	11.51	Q4
492.03	11.51	Q4
504.02	11.97	Baseline
516.0	12.0	Noise
528.0	12.05	Baseline
540.05	11.51	Q1
552.03	11.5	Q1
564.02	11.51	Q1
576.1	24.01	Baseline
