onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.08	Baseline
36.04	11.51	Q4
47.99	11.51	Q4
59.98	11.53	Q4
71.99	11.97	Baseline
83.96	12.01	Noise
95.97	12.04	Baseline
108.01	11.5	Q4
119.96	11.52	Q4
131.98	11.5	Q4
143.98	11.96	Baseline
155.95	12.01	Noise
167.95	12.05	Baseline
180.0	11.51	Q1
191.98	11.51	Q2
203.98	11.5	Q2
215.99	11.96	Baseline
227.95	12.0	Noise
239.95	12.07	Baseline
252.02	11.51	Q1
263.98	11.51	Q1
275.98	11.51	Q2
288.02	12.0	Baseline
300.02	12.01	Noise
312.02	12.06	Baseline
324.09	11.51	Q1
336.05	11.51	Q1
348.05	11.51	Q1
360.06	11.96	Baseline
372.02	12.01	Noise
384.03	12.06	Baseline
396.09	11.5	Q2
408.04	11.5	Q2
420.04	11.5	Q2
432.04	11.96	Baseline
444.01	12.01	Noise
456.01	12.06	Baseline
468.07	11.51	Q4
480.04	11.5	Q3
492.04	11.5	Q4
504.06	11.95	Baseline
516.01	12.0	Noise
528.01	12.06	Baseline
540.08	11.51	Q3
552.04	11.51	Q3
564.04	11.51	Q4
576.14	24.0	Baseline
