onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	11.5	Q4
48.0	11.51	Q1
59.99	11.5	Q1
71.96	11.99	Baseline
83.96	12.01	Noise
95.96	12.05	Baseline
108.01	11.51	Q1
119.99	11.51	Q1
131.99	11.51	Q1
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.04	Baseline
180.01	11.51	Q4
191.98	11.5	Q4
203.99	11.51	Q4
215.97	11.99	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q4
263.98	11.5	Q4
275.98	11.5	Q4
288.01	11.99	Baseline
300.0	12.0	Noise
312.0	12.05	Baseline
324.05	11.5	Q1
336.01	11.5	Q1
348.03	11.51	Q1
360.02	11.98	Baseline
372.0	12.01	Noise
384.01	12.04	Baseline
396.05	11.51	Q1
408.04	11.52	Q1
420.02	11.51	Q1
432.03	11.98	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.05	11.5	Q4
480.02	11.51	Q4
492.02	11.51	Q4
504.04	11.97	Baseline
516.01	12.0	Noise
528.01	12.05	Baseline
540.06	11.5	Q1
552.02	11.5	Q1
564.04	11.51	Q4
576.11	24.01	Baseline
