onset	duration	trial_type
0.0	11.96	Baseline
11.96	11.98	Noise
23.95	12.05	Baseline
36.0	11.5	Q2
48.0	11.5	Q2
60.0	11.51	Q2
71.95	12.0	Baseline
83.95	12.01	Noise
95.95	12.06	Baseline
108.02	11.5	Q1
120.02	11.5	Q1
131.98	11.51	Q1
143.98	11.97	Baseline
155.95	12.0	Noise
167.96	12.08	Baseline
180.04	11.51	Q4
192.02	11.51	Q4
204.0	11.52	Q4
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.1	Baseline
252.06	11.51	Q3
264.02	11.51	Q3
276.02	11.51	Q3
288.02	11.99	Baseline
300.01	12.01	Noise
312.02	12.06	Baseline
324.08	11.52	Q3
336.06	11.52	Q3
348.08	11.51	Q3
360.03	11.98	Baseline
372.01	12.01	Noise
384.02	12.03	Baseline
396.05	11.53	Q1
408.08	11.5	Q1
420.08	11.5	Q1
432.03	11.98	Baseline
444.01	12.01	Noise
456.02	12.08	Baseline
468.1	11.5	Q4
480.08	11.5	Q4
492.1	11.5	Q4
504.06	11.96	Baseline
516.01	12.01	Noise
528.02	12.08	Baseline
540.1	11.51	Q2
552.08	11.51	Q2
564.07	11.51	Q2
576.12	24.01	Baseline
