onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.06	Baseline
36.02	35.94	Q4
71.96	12.0	Baseline
83.96	12.01	Noise
95.97	12.02	Baseline
107.99	35.97	Q3
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.06	Baseline
180.03	35.93	Q2
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.06	Baseline
252.02	35.97	Q1
287.98	12.0	Baseline
299.99	11.98	Noise
311.97	12.05	Baseline
324.02	35.97	Q4
359.98	11.99	Baseline
371.97	12.01	Noise
383.98	12.06	Baseline
396.04	35.95	Q3
431.99	11.98	Baseline
443.97	12.0	Noise
455.98	12.07	Baseline
468.04	35.95	Q2
503.99	11.98	Baseline
515.98	12.0	Noise
527.98	12.06	Baseline
540.04	36.01	Q1
576.06	24.01	Baseline
