onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.03	Baseline
35.99	11.51	Q2
47.99	11.51	Q2
59.96	11.51	Q2
71.95	12.0	Baseline
83.94	12.0	Noise
95.95	12.03	Baseline
107.98	11.5	Q4
119.96	11.5	Q4
131.96	11.51	Q4
143.97	11.98	Baseline
155.95	12.0	Noise
167.95	12.02	Baseline
179.97	11.5	Q1
191.97	11.52	Q1
203.97	11.5	Q1
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.02	Baseline
251.97	11.5	Q3
263.98	11.51	Q3
275.97	11.51	Q3
287.99	12.0	Baseline
299.99	12.0	Noise
311.99	12.05	Baseline
324.04	11.5	Q2
336.02	11.51	Q2
348.0	11.5	Q2
360.0	11.98	Baseline
371.99	11.98	Noise
383.97	12.02	Baseline
395.99	11.51	Q4
407.99	11.5	Q4
419.99	11.5	Q4
431.99	11.98	Baseline
443.98	12.0	Noise
455.98	12.05	Baseline
468.03	11.52	Q3
479.99	11.51	Q3
491.99	11.51	Q3
504.0	11.98	Baseline
515.98	12.0	Noise
527.98	12.03	Baseline
540.01	11.51	Q1
552.0	11.5	Q1
564.0	11.5	Q1
576.07	24.02	Baseline
