onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.98	11.51	Q4
47.97	11.52	Q1
59.98	11.5	Q1
71.96	12.0	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.99	11.51	Q4
119.99	11.51	Q2
131.99	11.52	Q3
143.96	11.99	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.01	11.51	Q2
191.99	11.5	Q2
203.97	11.51	Q2
215.97	11.99	Baseline
227.96	12.01	Noise
239.96	12.03	Baseline
251.99	11.5	Q4
263.98	11.5	Q1
275.98	11.51	Q1
287.99	12.0	Baseline
299.99	12.0	Noise
312.0	12.03	Baseline
324.03	11.51	Q1
335.99	11.51	Q1
348.03	11.5	Q1
360.01	11.99	Baseline
372.0	11.98	Noise
383.98	12.02	Baseline
396.0	11.51	Q3
408.0	11.51	Q3
420.0	11.51	Q3
432.0	11.98	Baseline
443.98	12.01	Noise
455.99	12.04	Baseline
468.03	11.5	Q2
480.02	11.51	Q2
492.0	11.5	Q2
504.0	11.98	Baseline
515.98	12.01	Noise
527.99	12.04	Baseline
540.04	11.5	Q2
552.0	11.5	Q2
564.0	11.5	Q3
576.07	24.01	Baseline
