onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.01	11.5	Q3
47.99	11.5	Q3
59.99	11.5	Q1
71.98	11.99	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	11.51	Q4
119.98	11.5	Q4
131.98	11.51	Q4
143.96	12.0	Baseline
155.96	11.98	Noise
167.95	12.03	Baseline
179.98	11.5	Q4
191.98	11.5	Q1
203.98	11.5	Q3
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.0	11.5	Q4
263.97	11.51	Q1
275.97	11.5	Q1
288.0	11.99	Baseline
299.98	12.01	Noise
311.99	12.04	Baseline
324.04	11.5	Q4
336.04	11.51	Q4
348.02	11.5	Q1
360.01	11.98	Baseline
371.99	12.01	Noise
383.99	12.05	Baseline
396.04	11.5	Q1
408.02	11.51	Q4
420.02	11.51	Q4
432.01	11.98	Baseline
443.99	12.01	Noise
456.0	12.04	Baseline
468.04	11.5	Q2
480.02	11.51	Q3
492.03	11.51	Q4
504.02	11.97	Baseline
515.99	12.0	Noise
527.99	12.03	Baseline
540.03	11.51	Q1
552.01	11.5	Q1
564.01	11.5	Q1
576.1	24.01	Baseline
