onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.96	12.05	Baseline
36.0	11.5	Q2
47.99	11.52	Q1
59.99	11.5	Q2
71.97	11.99	Baseline
83.95	12.0	Noise
95.96	12.05	Baseline
108.01	11.51	Q4
119.99	11.51	Q4
131.99	11.51	Q1
143.97	11.99	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	11.51	Q3
192.01	11.51	Q1
203.99	11.51	Q1
216.0	11.97	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q1
264.0	11.5	Q1
275.98	11.51	Q1
288.01	12.0	Baseline
300.01	12.01	Noise
312.02	12.06	Baseline
324.08	11.51	Q1
336.03	11.52	Q1
348.03	11.51	Q1
360.04	11.96	Baseline
372.0	12.0	Noise
384.0	12.06	Baseline
396.07	11.5	Q3
408.03	11.51	Q1
420.03	11.5	Q4
432.05	11.96	Baseline
444.0	12.01	Noise
456.01	12.06	Baseline
468.07	11.51	Q3
480.04	11.51	Q2
492.05	11.52	Q1
504.06	11.95	Baseline
516.0	12.0	Noise
528.01	12.06	Baseline
540.07	11.51	Q2
552.06	11.5	Q2
564.04	11.51	Q2
576.14	24.01	Baseline
