onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.0	35.97	Q3
71.97	11.98	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	35.97	Q2
143.98	11.98	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	35.97	Q1
215.98	11.98	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	36.01	Q4
288.02	11.99	Baseline
300.01	12.01	Noise
312.02	12.06	Baseline
324.08	35.99	Q3
360.06	11.95	Baseline
372.01	12.01	Noise
384.02	12.06	Baseline
396.08	35.99	Q2
432.07	11.94	Baseline
444.02	12.0	Noise
456.02	12.06	Baseline
468.08	35.99	Q1
504.08	11.94	Baseline
516.02	12.0	Noise
528.02	12.05	Baseline
540.07	36.1	Q4
576.16	24.01	Baseline
