onset	duration	trial_type
0.0	11.94	Baseline
11.94	12.0	Noise
23.95	12.03	Baseline
35.98	11.51	Q4
47.96	11.5	Q4
59.98	11.51	Q4
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.51	Q1
119.98	11.52	Q1
131.98	11.5	Q1
143.96	11.99	Baseline
155.95	12.01	Noise
167.96	12.05	Baseline
180.0	11.5	Q3
191.97	11.52	Q3
203.97	11.51	Q3
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.0	11.51	Q2
263.99	11.51	Q2
275.99	11.52	Q2
288.0	11.98	Baseline
299.99	12.01	Noise
312.0	12.04	Baseline
324.04	11.51	Q1
336.02	11.52	Q1
348.03	11.52	Q1
360.01	11.98	Baseline
371.99	12.01	Noise
384.0	12.05	Baseline
396.04	11.5	Q4
408.01	11.52	Q4
420.03	11.51	Q4
432.01	11.98	Baseline
443.99	12.0	Noise
456.0	12.05	Baseline
468.04	11.5	Q3
480.01	11.5	Q3
492.01	11.5	Q3
504.02	11.97	Baseline
516.0	12.0	Noise
528.0	12.03	Baseline
540.03	11.5	Q2
552.03	11.5	Q2
564.01	11.5	Q2
576.1	24.0	Baseline
