onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.06	Baseline
36.02	35.94	Q2
71.96	12.0	Baseline
83.96	12.0	Noise
95.96	12.06	Baseline
108.02	35.94	Q4
143.96	12.0	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	35.96	Q3
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.01	35.96	Q1
287.98	11.99	Baseline
299.96	12.0	Noise
311.97	12.05	Baseline
324.01	35.96	Q3
359.98	11.99	Baseline
371.97	12.0	Noise
383.97	12.05	Baseline
396.02	35.97	Q4
431.99	11.98	Baseline
443.97	12.02	Noise
455.99	12.05	Baseline
468.04	35.95	Q2
503.99	11.98	Baseline
515.97	12.01	Noise
527.98	12.04	Baseline
540.03	36.04	Q1
576.07	24.01	Baseline
