onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	35.96	Q1
71.96	11.99	Baseline
83.96	12.01	Noise
95.96	12.04	Baseline
108.01	35.96	Q2
143.97	11.99	Baseline
155.96	12.01	Noise
167.96	12.04	Baseline
180.01	35.96	Q3
215.97	11.99	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	36.0	Q4
288.01	11.99	Baseline
300.0	12.01	Noise
312.0	12.04	Baseline
324.05	35.97	Q4
360.02	11.98	Baseline
372.0	12.01	Noise
384.01	12.04	Baseline
396.05	35.98	Q2
432.03	11.98	Baseline
444.0	12.0	Noise
456.01	12.05	Baseline
468.05	35.98	Q3
504.03	11.97	Baseline
516.0	12.01	Noise
528.01	12.04	Baseline
540.06	36.05	Q1
576.11	24.01	Baseline
