onset	duration	trial_type
0.0	11.91	Baseline
11.91	12.0	Noise
23.92	12.03	Baseline
35.95	11.51	Q1
47.95	11.51	Q1
59.95	11.51	Q1
71.93	11.99	Baseline
83.92	12.01	Noise
95.93	12.04	Baseline
107.97	11.53	Q1
119.95	11.51	Q1
131.95	11.51	Q3
143.95	11.97	Baseline
155.92	12.01	Noise
167.93	12.13	Baseline
180.05	11.51	Q1
191.95	11.5	Q4
203.97	11.51	Q3
215.96	11.97	Baseline
227.92	12.0	Noise
239.92	12.05	Baseline
251.97	11.51	Q1
263.96	11.51	Q1
275.96	11.5	Q1
287.97	12.01	Baseline
299.98	11.99	Noise
311.97	12.05	Baseline
324.02	11.51	Q1
335.99	11.52	Q1
347.99	11.52	Q1
360.01	11.95	Baseline
371.96	12.01	Noise
383.97	12.06	Baseline
396.03	11.51	Q4
407.98	11.51	Q4
420.01	11.51	Q4
432.01	11.95	Baseline
443.96	12.0	Noise
455.97	12.05	Baseline
468.01	11.5	Q1
480.0	11.5	Q2
492.0	11.51	Q1
504.02	11.95	Baseline
515.97	12.0	Noise
527.97	12.05	Baseline
540.02	11.51	Q4
552.0	11.51	Q4
564.02	11.52	Q2
576.09	24.01	Baseline
