onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.5	Q3
47.98	11.5	Q2
60.0	11.5	Q2
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.05	Baseline
108.0	11.51	Q3
119.99	11.51	Q4
132.05	11.51	Q2
143.99	11.97	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.01	11.53	Q2
192.0	11.51	Q2
203.99	11.5	Q2
215.99	11.97	Baseline
227.96	12.01	Noise
239.96	12.06	Baseline
252.02	11.5	Q2
263.99	11.5	Q1
275.99	11.5	Q1
288.03	12.0	Baseline
300.02	12.01	Noise
312.03	12.06	Baseline
324.09	11.51	Q2
336.08	11.5	Q2
348.06	11.5	Q2
360.07	11.95	Baseline
372.03	12.0	Noise
384.03	12.06	Baseline
396.1	11.51	Q3
408.05	11.51	Q4
420.05	11.5	Q1
432.06	11.95	Baseline
444.01	12.0	Noise
456.01	12.03	Baseline
468.05	11.5	Q1
480.06	11.51	Q2
492.07	11.51	Q1
504.07	11.95	Baseline
516.02	12.01	Noise
528.02	12.06	Baseline
540.08	11.51	Q4
552.05	11.5	Q1
564.05	11.51	Q3
576.12	24.01	Baseline
