onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.01	Noise
23.96	12.05	Baseline
36.01	11.51	Q1
47.97	11.51	Q1
59.98	11.52	Q1
71.96	11.99	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	11.52	Q4
119.99	11.51	Q4
131.98	11.51	Q4
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.04	Baseline
180.01	11.5	Q3
191.99	11.51	Q3
203.98	11.5	Q3
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.04	Baseline
252.0	11.51	Q2
264.0	11.51	Q2
276.0	11.5	Q2
288.01	11.99	Baseline
300.0	12.0	Noise
312.0	12.06	Baseline
324.07	11.51	Q2
336.05	11.5	Q2
348.05	11.5	Q2
360.05	11.95	Baseline
372.0	12.0	Noise
384.0	12.07	Baseline
396.07	11.51	Q1
408.04		Q1
420.04	11.51	Q1
432.05	11.95	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.06	11.53	Q4
480.06	11.51	Q4
492.04	11.5	Q4
504.06	11.95	Baseline
516.01	12.01	Noise
528.01	12.06	Baseline
540.07	11.51	Q3
552.04	11.5	Q3
564.04	11.5	Q3
576.14	24.01	Baseline
