onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.03	Baseline
36.0	35.95	Q4
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	35.98	Q1
143.98	11.97	Baseline
155.95	12.0	Noise
167.96	12.06	Baseline
180.02	35.97	Q2
215.99	11.97	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.01	36.0	Q3
288.01	12.0	Baseline
300.01	12.01	Noise
312.02	12.08	Baseline
324.09	35.94	Q1
360.03	11.97	Baseline
371.99	12.01	Noise
384.01	12.07	Baseline
396.08	35.94	Q4
432.01	11.98	Baseline
444.0	12.01	Noise
456.0	12.06	Baseline
468.06	35.97	Q2
504.04	11.96	Baseline
516.0	12.01	Noise
528.01	12.06	Baseline
540.07	36.02	Q3
576.08	24.0	Baseline
