onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.99	11.51	Q3
47.99	11.51	Q3
59.99	11.5	Q3
71.97	11.97	Baseline
83.94	12.01	Noise
95.96	12.03	Baseline
107.99	11.5	Q4
119.99	11.51	Q4
131.99	11.5	Q4
143.97	11.98	Baseline
155.96	12.01	Noise
167.96	12.03	Baseline
179.99	11.5	Q1
191.98	11.5	Q1
203.99	11.5	Q1
215.96	11.98	Baseline
227.94	12.02	Noise
239.96	12.03	Baseline
251.99	11.51	Q2
263.98	11.51	Q2
275.98	11.51	Q2
288.0	11.99	Baseline
300.0	12.01	Noise
312.0	12.04	Baseline
324.05	11.51	Q1
336.01	11.51	Q1
348.02	11.51	Q1
360.03	11.97	Baseline
372.0	12.01	Noise
384.01	12.04	Baseline
396.05	11.5	Q4
408.03	11.51	Q4
420.03	11.51	Q4
432.03	11.97	Baseline
444.0	12.01	Noise
456.02	12.04	Baseline
468.05	11.5	Q3
480.04	11.51	Q3
492.04	11.51	Q3
504.04	11.97	Baseline
516.0	12.01	Noise
528.01	12.04	Baseline
540.06	11.5	Q2
552.02	11.5	Q2
564.02	11.5	Q2
576.11	24.01	Baseline
