onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.5	Q4
47.98	11.51	Q2
59.96	11.5	Q3
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.5	Q2
119.98	11.51	Q1
131.97	11.5	Q1
143.97	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.5	Q2
191.97	11.51	Q2
203.97	11.5	Q1
215.97	11.99	Baseline
227.95	12.0	Noise
239.96	12.07	Baseline
252.02	11.51	Q4
263.99	11.51	Q1
275.99	11.51	Q4
288.0	11.99	Baseline
299.99	12.0	Noise
311.99	12.03	Baseline
324.02	11.51	Q2
336.01	11.5	Q2
348.02	11.51	Q1
360.01	11.98	Baseline
371.99	12.01	Noise
384.0	12.04	Baseline
396.05	11.53	Q4
408.04	11.51	Q3
420.03	11.5	Q2
432.04	11.95	Baseline
444.0	12.0	Noise
456.0	12.06	Baseline
468.06	11.51	Q4
480.03	11.5	Q4
492.03	11.5	Q4
504.05	11.95	Baseline
516.0	12.0	Noise
528.0	12.06	Baseline
540.07	11.51	Q1
552.04	11.52	Q1
564.03	11.51	Q1
576.13	24.0	Baseline
