onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	35.96	Q2
71.96	11.99	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.99	35.98	Q1
143.97	11.99	Baseline
155.95	12.0	Noise
167.96	12.05	Baseline
180.0	35.97	Q4
215.97	11.98	Baseline
227.95	12.0	Noise
239.96	12.05	Baseline
252.01	36.0	Q3
288.0	11.99	Baseline
299.99	12.01	Noise
312.0	12.03	Baseline
324.03	35.99	Q1
360.02	11.98	Baseline
371.99	12.0	Noise
384.0	12.05	Baseline
396.04	35.98	Q2
432.02	11.98	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.05	35.98	Q4
504.03	11.97	Baseline
516.0	12.01	Noise
528.01	12.04	Baseline
540.05	36.05	Q3
576.1	24.0	Baseline
