onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.51	Q1
47.97	11.51	Q1
59.99	11.5	Q1
71.97	11.99	Baseline
83.96	12.01	Noise
95.96	12.04	Baseline
108.01	11.52	Q2
119.99	11.51	Q1
131.97	11.53	Q2
143.99	11.96	Baseline
155.96	12.0	Noise
167.96	12.06	Baseline
180.02	11.51	Q4
191.99	11.51	Q2
203.99	11.51	Q4
216.0	11.96	Baseline
227.96	12.0	Noise
239.96	12.06	Baseline
252.03	11.5	Q3
263.98	11.52	Q3
275.98	11.5	Q1
288.02	12.0	Baseline
300.01	12.01	Noise
312.02	12.04	Baseline
324.06	11.52	Q3
336.05	11.5	Q4
348.06	11.51	Q1
360.04	11.97	Baseline
372.02	12.01	Noise
384.02	12.06	Baseline
396.08	11.51	Q1
408.05	11.51	Q4
420.05	11.51	Q1
432.07	11.95	Baseline
444.02	12.0	Noise
456.02	12.06	Baseline
468.08	11.51	Q2
480.04	11.51	Q2
492.04	11.5	Q2
504.03	11.97	Baseline
516.0	12.01	Noise
528.01	12.06	Baseline
540.07	11.52	Q2
552.04	11.5	Q3
564.04	11.5	Q1
576.13	24.01	Baseline
