onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.51	Q3
48.0	11.51	Q3
60.0	11.51	Q3
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.06	Baseline
108.02	11.51	Q2
119.97	11.52	Q2
131.97	11.51	Q2
143.98	11.97	Baseline
155.95	12.01	Noise
167.96	12.05	Baseline
180.0	11.51	Q1
191.97	11.51	Q1
203.99	11.5	Q1
215.98	11.97	Baseline
227.95	12.0	Noise
239.96	12.08	Baseline
252.04	11.51	Q4
264.02	11.51	Q4
276.02	11.5	Q4
288.01	11.99	Baseline
300.01	12.02	Noise
312.02	12.05	Baseline
324.07	11.51	Q3
336.07	11.51	Q3
348.07	11.5	Q3
360.03	11.99	Baseline
372.01	12.01	Noise
384.02	12.08	Baseline
396.09	11.5	Q4
408.08	11.51	Q4
420.08	11.51	Q4
432.05	11.95	Baseline
444.0	12.01	Noise
456.01	12.07	Baseline
468.08	11.51	Q1
480.08	11.51	Q1
492.05	11.5	Q1
504.03	11.98	Baseline
516.01	12.0	Noise
528.02	12.08	Baseline
540.1	11.5	Q2
552.08	11.5	Q2
564.07	11.5	Q2
576.1	24.01	Baseline
