onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	11.5	Q4
47.98	11.5	Q4
59.98	11.5	Q4
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.99	11.51	Q1
119.97	11.51	Q1
131.97	11.51	Q1
143.98	11.98	Baseline
155.96	12.0	Noise
167.95	12.04	Baseline
179.99	11.5	Q3
191.99	11.51	Q3
203.99	11.51	Q3
215.98	11.98	Baseline
227.96	12.01	Noise
239.96	12.08	Baseline
252.04	11.5	Q2
264.01	11.51	Q2
275.99	11.5	Q2
288.02	11.99	Baseline
300.01	12.0	Noise
312.01	12.06	Baseline
324.08	11.51	Q4
336.04	11.51	Q4
348.05	11.53	Q4
360.07	11.95	Baseline
372.01	12.0	Noise
384.01	12.03	Baseline
396.05	11.53	Q2
408.06	11.5	Q2
420.06	11.5	Q2
432.07	11.94	Baseline
444.01	12.0	Noise
456.02	12.05	Baseline
468.06	11.51	Q3
480.07	11.51	Q3
492.05	11.51	Q3
504.07	11.94	Baseline
516.02	12.0	Noise
528.02	12.05	Baseline
540.07	11.51	Q1
552.07	11.5	Q1
564.05	11.51	Q1
576.17	24.0	Baseline
