onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.04	Baseline
36.0	11.52	Q1
47.97	11.51	Q1
59.99	11.5	Q1
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.05	Baseline
108.0	11.5	Q3
119.99	11.51	Q3
131.97	11.51	Q3
143.97	11.99	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	11.5	Q4
191.99	11.51	Q3
203.97	11.51	Q4
215.97	11.99	Baseline
227.96	12.0	Noise
239.96	12.05	Baseline
252.01	11.5	Q1
263.99	11.51	Q4
275.98	11.5	Q4
288.01	11.98	Baseline
299.99	12.01	Noise
312.0	12.05	Baseline
324.04	11.52	Q1
336.03	11.51	Q4
348.03	11.5	Q1
360.02	11.98	Baseline
372.0	12.0	Noise
384.0	12.05	Baseline
396.05	11.51	Q1
408.03	11.51	Q1
420.03	11.51	Q2
432.02	11.98	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.05	11.51	Q4
480.03	11.5	Q3
492.02	11.5	Q3
504.03	11.97	Baseline
516.0	12.01	Noise
528.01	12.04	Baseline
540.05	11.51	Q4
552.04	11.5	Q4
564.04	11.5	Q3
576.1	24.0	Baseline
