onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.05	Baseline
36.01	11.5	Q4
47.99	11.51	Q3
59.99	11.51	Q4
71.98	11.99	Baseline
83.96	12.01	Noise
95.97	12.04	Baseline
108.01	11.52	Q1
119.98	11.5	Q1
132.0	11.51	Q1
143.98	11.97	Baseline
155.95	12.01	Noise
167.95	12.04	Baseline
180.0	11.5	Q2
191.98	11.5	Q4
203.98	11.5	Q4
215.97	11.98	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.0	11.5	Q1
263.97	11.51	Q1
275.97	11.51	Q4
288.01	11.99	Baseline
300.0	12.0	Noise
312.0	12.02	Baseline
324.02	11.5	Q1
336.02	11.5	Q2
348.02	11.51	Q1
360.03	11.97	Baseline
372.01	12.01	Noise
384.01	12.06	Baseline
396.07	11.51	Q4
408.04	11.5	Q4
420.04	11.5	Q4
432.07	11.94	Baseline
444.01	12.01	Noise
456.01	12.06	Baseline
468.08	11.51	Q4
480.04	11.5	Q4
492.04	11.5	Q4
504.07	11.94	Baseline
516.01	12.0	Noise
528.01	12.06	Baseline
540.08	11.51	Q1
552.03	11.51	Q1
564.03	11.52	Q1
576.14	24.0	Baseline
