onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.01	11.51	Q1
47.99	11.5	Q4
59.99	11.51	Q3
71.97	11.99	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	11.5	Q1
119.98	11.51	Q1
131.98	11.5	Q1
143.97	11.99	Baseline
155.96	12.0	Noise
167.96	12.03	Baseline
179.99	11.5	Q2
191.99	11.5	Q1
204.0	11.52	Q1
215.98	11.98	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q4
263.98	11.52	Q4
275.98	11.51	Q3
287.99	11.99	Baseline
299.98	12.01	Noise
311.99	12.04	Baseline
324.03	11.51	Q2
336.02	11.5	Q1
348.02	11.5	Q2
360.01	11.98	Baseline
371.99	12.01	Noise
383.99	12.04	Baseline
396.04	11.51	Q1
408.02	11.5	Q1
420.02	11.5	Q1
432.02	11.96	Baseline
443.99	12.0	Noise
455.99	12.06	Baseline
468.06	11.51	Q2
480.02	11.51	Q1
492.02	11.51	Q3
504.04	11.95	Baseline
515.99	12.01	Noise
528.0	12.06	Baseline
540.06	11.5	Q4
552.03	11.53	Q2
564.04	11.51	Q1
576.1	24.01	Baseline
