onset	duration	trial_type
0.0	11.96	Baseline
11.96	11.98	Noise
23.94	12.05	Baseline
35.99	11.51	Q4
48.0	11.51	Q3
60.0	11.5	Q4
71.95	12.0	Baseline
83.95	12.01	Noise
95.95	12.06	Baseline
108.02	11.51	Q2
120.0	11.5	Q2
132.02	11.51	Q1
143.96	11.99	Baseline
155.95	12.0	Noise
167.95	12.05	Baseline
180.0	11.52	Q4
192.02	11.51	Q3
204.02	11.51	Q4
215.98	11.97	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.0	11.51	Q1
264.02	11.5	Q1
275.99	11.51	Q1
287.99	12.0	Baseline
299.99	11.98	Noise
311.97	12.03	Baseline
324.01	11.51	Q4
336.04	11.52	Q4
348.04	11.5	Q4
360.01	11.96	Baseline
371.97	12.01	Noise
383.98	12.07	Baseline
396.06	11.51	Q4
408.01	11.51	Q2
420.01	11.51	Q2
432.02	11.96	Baseline
443.98	12.01	Noise
455.98	12.08	Baseline
468.06	11.5	Q2
480.04	11.51	Q2
492.05	11.51	Q2
504.0	11.98	Baseline
515.98	12.0	Noise
527.98	12.05	Baseline
540.03	11.51	Q1
552.05	11.51	Q2
564.05	11.51	Q4
576.08	24.0	Baseline
