onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.02	Noise
23.97	12.03	Baseline
36.0	11.51	Q4
48.01	11.53	Q4
59.99	11.51	Q1
71.98	11.98	Baseline
83.96	12.01	Noise
95.96	12.06	Baseline
108.02	11.51	Q4
119.99	11.5	Q4
131.99	11.5	Q4
143.99	11.97	Baseline
155.96	12.01	Noise
167.96	12.06	Baseline
180.03	11.51	Q1
191.98	11.51	Q1
203.98	11.5	Q1
215.98	11.97	Baseline
227.95	12.0	Noise
239.95	12.03	Baseline
251.98	11.5	Q4
263.98	11.5	Q1
275.96	11.51	Q1
288.02	12.0	Baseline
300.01	12.0	Noise
312.01	12.05	Baseline
324.07	11.51	Q1
336.05	11.5	Q1
348.05	11.5	Q2
360.06	11.95	Baseline
372.02	12.01	Noise
384.02	12.06	Baseline
396.08	11.51	Q4
408.05	11.5	Q4
420.05	11.51	Q4
432.07	11.95	Baseline
444.02	11.98	Noise
456.0	12.05	Baseline
468.05	11.5	Q1
480.04	11.51	Q1
492.04	11.5	Q1
504.05	11.95	Baseline
516.01	12.0	Noise
528.01	12.06	Baseline
540.07	11.51	Q1
552.04	11.5	Q4
564.04	11.51	Q4
576.14	24.01	Baseline
