onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.01	Noise
23.97	12.04	Baseline
36.01	11.51	Q4
47.98	11.5	Q4
60.0	11.5	Q4
71.97	11.99	Baseline
83.96	12.0	Noise
95.97	12.05	Baseline
108.01	11.51	Q3
119.96	11.51	Q3
131.98	11.51	Q3
143.97	11.98	Baseline
155.95	12.01	Noise
167.96	12.06	Baseline
180.02	11.51	Q2
191.98	11.5	Q2
203.97	11.51	Q2
215.96	11.99	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.0	11.5	Q1
263.97	11.5	Q1
275.99	11.5	Q1
288.0	11.99	Baseline
299.99	12.01	Noise
312.0	12.04	Baseline
324.04	11.5	Q1
336.02	11.5	Q1
348.02	11.5	Q1
360.01	11.98	Baseline
371.99	12.01	Noise
384.0	12.04	Baseline
396.04	11.51	Q3
408.02	11.51	Q3
420.01	11.51	Q3
432.01	11.98	Baseline
443.99	12.01	Noise
456.0	12.05	Baseline
468.04	11.5	Q2
480.01	11.51	Q2
492.01	11.51	Q2
504.02	11.97	Baseline
515.99	12.0	Noise
528.0	12.05	Baseline
540.04	11.5	Q4
552.03	11.51	Q4
564.01	11.5	Q4
576.1	24.0	Baseline
