onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	35.97	Q2
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.05	Baseline
108.0	35.97	Q3
143.97	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	35.97	Q1
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.01	36.01	Q4
288.01	11.99	Baseline
300.01	12.0	Noise
312.01	12.03	Baseline
324.04	36.0	Q4
360.04	11.97	Baseline
372.01	12.01	Noise
384.02	12.02	Baseline
396.04	36.0	Q1
432.04	11.97	Baseline
444.01	12.01	Noise
456.02	12.04	Baseline
468.06	35.99	Q3
504.05	11.95	Baseline
516.0	12.0	Noise
528.0	12.03	Baseline
540.03	36.09	Q2
576.12	24.01	Baseline
