onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.95	12.06	Baseline
36.02	35.94	Q4
71.96	11.99	Baseline
83.95	12.0	Noise
95.96	12.04	Baseline
108.0	35.96	Q1
143.97	11.99	Baseline
155.95	12.01	Noise
167.97	12.07	Baseline
180.04	35.93	Q3
215.97	11.99	Baseline
227.96	12.01	Noise
239.97	12.07	Baseline
252.04	35.94	Q2
287.98	12.0	Baseline
299.98	12.0	Noise
311.98	12.08	Baseline
324.06	35.95	Q4
360.01	11.96	Baseline
371.98	12.0	Noise
383.98	12.03	Baseline
396.01	35.99	Q1
432.0	11.96	Baseline
443.96	12.0	Noise
455.97	12.08	Baseline
468.05	35.96	Q3
504.01	11.96	Baseline
515.97	12.02	Noise
527.98	12.07	Baseline
540.05	36.02	Q2
576.07	24.01	Baseline
