onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.97	12.06	Baseline
36.03	11.5	Q2
48.0	11.51	Q2
60.0	11.51	Q2
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.06	Baseline
108.02	11.51	Q3
120.0	11.51	Q3
131.98	11.5	Q3
143.96	11.99	Baseline
155.95	12.0	Noise
167.96	12.06	Baseline
180.02	11.51	Q1
191.99	11.51	Q1
203.97	11.51	Q1
215.96	11.99	Baseline
227.95	12.01	Noise
239.97	12.07	Baseline
252.04	11.51	Q4
264.01	11.51	Q4
276.01	11.51	Q4
287.99	12.0	Baseline
299.99	12.0	Noise
311.99	12.06	Baseline
324.06	11.51	Q2
336.03	11.5	Q2
348.03	11.5	Q2
359.99	11.99	Baseline
371.98	12.0	Noise
383.98	12.05	Baseline
396.03	11.51	Q4
408.03	11.51	Q4
420.03	11.5	Q4
432.0	11.98	Baseline
443.98	12.01	Noise
455.99	12.06	Baseline
468.05	11.51	Q3
480.03	11.5	Q3
492.03	11.5	Q3
504.0	11.98	Baseline
515.98	12.0	Noise
527.99	12.05	Baseline
540.03	11.5	Q1
552.0	11.51	Q1
564.03	11.5	Q1
576.07	24.0	Baseline
