onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.07	Baseline
36.03	35.94	Q3
71.96	11.98	Baseline
83.94	12.0	Noise
95.95	12.05	Baseline
107.99	35.98	Q4
143.98	11.97	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.01	35.97	Q1
215.99	11.96	Baseline
227.95	12.01	Noise
239.96	12.06	Baseline
252.02	36.01	Q2
288.02	12.0	Baseline
300.02	12.0	Noise
312.02	12.06	Baseline
324.09	35.98	Q3
360.07	11.95	Baseline
372.02	12.01	Noise
384.03	12.06	Baseline
396.09	35.98	Q4
432.07	11.95	Baseline
444.02	12.0	Noise
456.03	12.06	Baseline
468.09	35.97	Q1
504.06	11.95	Baseline
516.01	12.01	Noise
528.02	12.06	Baseline
540.08	36.06	Q2
576.14	24.01	Baseline
