onset	duration	trial_type
0.0	11.96	Baseline
11.96	11.98	Noise
23.94	12.05	Baseline
35.99	35.95	Q4
71.95	12.0	Baseline
83.95	12.01	Noise
95.95	12.06	Baseline
108.02	35.94	Q2
143.96	11.99	Baseline
155.95	12.0	Noise
167.95	12.05	Baseline
180.0	35.98	Q3
215.98	11.97	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.0	35.98	Q1
287.99	12.0	Baseline
299.99	11.98	Noise
311.97	12.03	Baseline
324.01	36.01	Q4
360.01	11.96	Baseline
371.97	12.01	Noise
383.98	12.07	Baseline
396.06	35.96	Q3
432.02	11.96	Baseline
443.98	12.01	Noise
455.98	12.08	Baseline
468.06	35.94	Q2
504.0	11.98	Baseline
515.98	12.0	Noise
527.98	12.05	Baseline
540.03	36.05	Q1
576.08	24.0	Baseline
