onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.05	Baseline
36.0	35.97	Q4
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.05	Baseline
108.0	35.99	Q3
143.99	11.97	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.01	35.98	Q2
215.99	11.97	Baseline
227.96	12.01	Noise
239.96	12.06	Baseline
252.02	36.0	Q1
288.03	12.0	Baseline
300.02	12.01	Noise
312.03	12.06	Baseline
324.09	35.98	Q2
360.07	11.95	Baseline
372.03	12.0	Noise
384.03	12.06	Baseline
396.1	35.96	Q3
432.06	11.95	Baseline
444.01	12.0	Noise
456.01	12.03	Baseline
468.05	36.02	Q1
504.07	11.95	Baseline
516.02	12.01	Noise
528.02	12.06	Baseline
540.08	36.04	Q4
576.12	24.01	Baseline
