onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.0	11.5	Q2
47.97	11.51	Q2
59.97	11.51	Q2
71.96	11.99	Baseline
83.95	12.0	Noise
95.96	12.05	Baseline
108.0	11.51	Q1
119.99	11.51	Q3
131.99	11.51	Q4
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.06	Baseline
180.02	11.5	Q2
191.99	11.51	Q1
203.99	11.5	Q2
215.98	11.97	Baseline
227.96	12.01	Noise
239.97	12.06	Baseline
252.03	11.5	Q3
264.01	11.51	Q3
275.99	11.5	Q1
288.03	12.0	Baseline
300.03	12.01	Noise
312.04	12.06	Baseline
324.09	11.5	Q1
336.06	11.51	Q2
348.06	11.5	Q3
360.08	11.95	Baseline
372.03	12.01	Noise
384.04	12.06	Baseline
396.1	11.5	Q3
408.06	11.51	Q3
420.08	11.5	Q3
432.06	11.95	Baseline
444.02	12.0	Noise
456.02	12.05	Baseline
468.07	11.51	Q1
480.05	11.51	Q1
492.05	11.51	Q3
504.07	11.95	Baseline
516.02	12.01	Noise
528.03	12.04	Baseline
540.07	11.51	Q2
552.05	11.5	Q1
564.05	11.5	Q2
576.15	24.0	Baseline
