38.8133 	WARNING 	Monitor specification not found. Creating a temporary one...
39.3566 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A3AB520D30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A3AB8BD5B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
39.3567 	EXP 	window1: mouseVisible = True
39.3567 	EXP 	window1: mouseVisible = False
39.3567 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
39.3567 	EXP 	window1: recordFrameIntervals = False
39.5229 	EXP 	window1: recordFrameIntervals = True
39.7071 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
39.7071 	EXP 	window1: recordFrameIntervals = False
39.8356 	EXP 	Created WelcomeMessage = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='WelcomeMessage', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
39.8364 	EXP 	Created Baseline1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Baseline1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.8975 	EXP 	Sound Noise set volume 0.800
39.8985 	EXP 	Created Baseline2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Baseline2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.9092 	EXP 	Sound MusicExcerpt set volume 1.000
39.9102 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.9110 	EXP 	Created Baseline3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Baseline3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
39.9184 	EXP 	Created GoodbyeText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='GoodbyeText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Goodbye!', units='height', win=Window(...), wrapWidth=1)
39.9620 	EXP 	WelcomeMessage: autoDraw = True
55.3755 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
55.3756 	EXP 	New trial (rep=0, index=0): None
55.4183 	EXP 	Imported MusicListSelect.csv as conditions, 4 conditions, 1 params
55.4185 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
55.4187 	EXP 	New trial (rep=0, index=0): OrderedDict([('MusicsSelect', 'MusicListQ2.csv')])
55.4289 	EXP 	WelcomeMessage: autoDraw = False
55.4289 	EXP 	Baseline1: autoDraw = True
67.3763 	EXP 	Sound Noise started
67.4430 	EXP 	Baseline1: autoDraw = False
79.3764 	EXP 	Sound Noise reached end of file
79.3800 	EXP 	Baseline2: autoDraw = True
91.3812 	EXP 	Imported MusicListQ2.csv as conditions, 3 conditions, 1 params
91.3815 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
91.3816 	EXP 	New trial (rep=0, index=0): OrderedDict([('musics', 'music\\Q2\\MT0030271679.wav')])
91.4274 	EXP 	Sound MusicExcerpt started
91.4148 	EXP 	Baseline1: autoDraw = False
91.4148 	EXP 	Baseline2: autoDraw = False
102.8776 	EXP 	ISI: autoDraw = True
102.9309 	EXP 	Sound MusicExcerpt stopped
103.3612 	EXP 	New trial (rep=0, index=1): OrderedDict([('musics', 'music\\Q2\\MT0005029328.wav')])
103.4108 	EXP 	Sound MusicExcerpt started
103.4028 	EXP 	ISI: autoDraw = False
103.4028 	EXP 	ISI: autoDraw = False
114.8780 	EXP 	ISI: autoDraw = True
114.9204 	EXP 	Sound MusicExcerpt stopped
115.3617 	EXP 	New trial (rep=0, index=2): OrderedDict([('musics', 'music\\Q2\\MT0012168286.wav')])
115.3946 	EXP 	Sound MusicExcerpt started
115.3947 	EXP 	ISI: autoDraw = False
115.3947 	EXP 	ISI: autoDraw = False
126.8788 	EXP 	ISI: autoDraw = True
126.9004 	EXP 	Sound MusicExcerpt stopped
127.3761 	EXP 	New trial (rep=0, index=1): OrderedDict([('MusicsSelect', 'MusicListQ3.csv')])
127.3873 	EXP 	ISI: autoDraw = False
127.3873 	EXP 	ISI: autoDraw = False
127.3873 	EXP 	Baseline1: autoDraw = True
139.3788 	EXP 	Sound Noise started
139.3959 	EXP 	Baseline1: autoDraw = False
151.3805 	EXP 	Sound Noise reached end of file
151.3841 	EXP 	Baseline2: autoDraw = True
163.3833 	EXP 	Imported MusicListQ3.csv as conditions, 3 conditions, 1 params
163.3835 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
163.3837 	EXP 	New trial (rep=0, index=0): OrderedDict([('musics', 'music\\Q3\\MT0030304982.wav')])
163.4296 	EXP 	Sound MusicExcerpt started
163.4172 	EXP 	Baseline1: autoDraw = False
163.4172 	EXP 	Baseline2: autoDraw = False
174.8802 	EXP 	ISI: autoDraw = True
174.9310 	EXP 	Sound MusicExcerpt stopped
175.3641 	EXP 	New trial (rep=0, index=1): OrderedDict([('musics', 'music\\Q3\\MT0011612883.wav')])
175.4137 	EXP 	Sound MusicExcerpt started
175.4004 	EXP 	ISI: autoDraw = False
175.4004 	EXP 	ISI: autoDraw = False
186.8807 	EXP 	ISI: autoDraw = True
186.9205 	EXP 	Sound MusicExcerpt stopped
187.3643 	EXP 	New trial (rep=0, index=2): OrderedDict([('musics', 'music\\Q3\\MT0003601752.wav')])
187.4139 	EXP 	Sound MusicExcerpt started
187.4063 	EXP 	ISI: autoDraw = False
187.4063 	EXP 	ISI: autoDraw = False
198.8814 	EXP 	ISI: autoDraw = True
198.9205 	EXP 	Sound MusicExcerpt stopped
199.3963 	EXP 	New trial (rep=0, index=2): OrderedDict([('MusicsSelect', 'MusicListQ4.csv')])
199.4060 	EXP 	ISI: autoDraw = False
199.4060 	EXP 	Baseline1: autoDraw = True
